#ies_format_version: 1.0
#file: 20250312_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250312;	113748;	1741759668.000;	  err32
20250312;	113752;	1741759672.000;	  err32
20250312;	113756;	1741759676.000;	  err32
20250312;	113800;	1741759680.000;	  err32
20250312;	113804;	1741759684.000;	  err32
20250312;	113808;	1741759688.000;	  err32
20250312;	113812;	1741759692.000;	  err32
20250312;	113816;	1741759696.000;	  err32
20250312;	113820;	1741759700.000;	  err32
20250312;	113824;	1741759704.000;	  err32
20250312;	113828;	1741759708.000;	  err32
20250312;	113832;	1741759712.000;	  err32
20250312;	113836;	1741759716.000;	  err32
20250312;	113840;	1741759720.000;	  err32
20250312;	113844;	1741759724.000;	  err32
20250312;	113848;	1741759728.000;	  err32
20250312;	113852;	1741759732.000;	  err32
20250312;	113856;	1741759736.000;	  err32
20250312;	113900;	1741759740.000;	  err32
20250312;	113904;	1741759744.000;	  err32
20250312;	113908;	1741759748.000;	  err32
20250312;	113912;	1741759752.000;	  err32
20250312;	113916;	1741759756.000;	  err32
20250312;	113920;	1741759760.000;	  err32
20250312;	113924;	1741759764.000;	  err32
20250312;	113928;	1741759768.000;	  err32
20250312;	113932;	1741759772.000;	  err32
20250312;	113936;	1741759776.000;	  err32
20250312;	113940;	1741759780.000;	  err32
20250312;	113944;	1741759784.000;	  err32
20250312;	113948;	1741759788.000;	  err32
20250312;	113952;	1741759792.000;	  err32
20250312;	113956;	1741759796.000;	  err32
20250312;	114000;	1741759800.000;	  err32
20250312;	114004;	1741759804.000;	  err32
20250312;	114008;	1741759808.000;	  err32
20250312;	114012;	1741759812.000;	  err32
20250312;	114016;	1741759816.000;	  err32
20250312;	114020;	1741759820.000;	  err32
20250312;	114024;	1741759824.000;	  err32
20250312;	114028;	1741759828.000;	  err32
20250312;	114032;	1741759832.000;	  err32
20250312;	114036;	1741759836.000;	  err32
20250312;	114040;	1741759840.000;	  err32
20250312;	114044;	1741759844.000;	  err32
20250312;	114048;	1741759848.000;	  err32
20250312;	114052;	1741759852.000;	  err32
20250312;	114056;	1741759856.000;	  err32
20250312;	114100;	1741759860.000;	  err32
20250312;	114104;	1741759864.000;	  err32
20250312;	114108;	1741759868.000;	  err32
20250312;	114112;	1741759872.000;	  err32
20250312;	114116;	1741759876.000;	  err32
20250312;	114120;	1741759880.000;	  err32
20250312;	114124;	1741759884.000;	  err32
20250312;	114128;	1741759888.000;	  err32
20250312;	114132;	1741759892.000;	  err32
20250312;	114136;	1741759896.000;	  err32
20250312;	114140;	1741759900.000;	  err32
20250312;	114144;	1741759904.000;	  err32
20250312;	114148;	1741759908.000;	  err32
20250312;	114152;	1741759912.000;	  err32
20250312;	114156;	1741759916.000;	  err32
20250312;	114200;	1741759920.000;	  err32
20250312;	114204;	1741759924.000;	  err32
20250312;	114208;	1741759928.000;	  err32
20250312;	114212;	1741759932.000;	  err32
20250312;	114216;	1741759936.000;	  err32
20250312;	114220;	1741759940.000;	  err32
20250312;	114224;	1741759944.000;	  err32
20250312;	114228;	1741759948.000;	  err32
20250312;	114232;	1741759952.000;	  err32
20250312;	114236;	1741759956.000;	  err32
20250312;	114240;	1741759960.000;	  err32
20250312;	114244;	1741759964.000;	  err32
20250312;	114248;	1741759968.000;	  err32
20250312;	114252;	1741759972.000;	  err32
20250312;	114256;	1741759976.000;	  err32
20250312;	114300;	1741759980.000;	  err32
20250312;	114304;	1741759984.000;	  err32
20250312;	114308;	1741759988.000;	  err32
20250312;	114312;	1741759992.000;	  err32
20250312;	114316;	1741759996.000;	  err32
20250312;	114320;	1741760000.000;	  err32
20250312;	114324;	1741760004.000;	  err32
20250312;	114328;	1741760008.000;	  err32
20250312;	114332;	1741760012.000;	  err32
20250312;	114336;	1741760016.000;	  err32
20250312;	114340;	1741760020.000;	  err32
20250312;	114344;	1741760024.000;	  err32
20250312;	114348;	1741760028.000;	  err32
20250312;	114352;	1741760032.000;	  err32
20250312;	114356;	1741760036.000;	  err32
20250312;	114400;	1741760040.000;	  err32
20250312;	114404;	1741760044.000;	  err32
20250312;	114408;	1741760048.000;	  err32
20250312;	114412;	1741760052.000;	  err32
20250312;	114416;	1741760056.000;	  err32
20250312;	114420;	1741760060.000;	  err32
20250312;	114424;	1741760064.000;	  err32
20250312;	114428;	1741760068.000;	  err32
20250312;	114432;	1741760072.000;	  err32
20250312;	114436;	1741760076.000;	  err32
20250312;	114440;	1741760080.000;	  err32
20250312;	114444;	1741760084.000;	  err32
20250312;	114448;	1741760088.000;	  err32
20250312;	114452;	1741760092.000;	  err32
20250312;	114456;	1741760096.000;	  err32
20250312;	114500;	1741760100.000;	  err32
20250312;	114504;	1741760104.000;	  err32
20250312;	114508;	1741760108.000;	  err32
20250312;	114512;	1741760112.000;	  err32
20250312;	114516;	1741760116.000;	  err32
20250312;	114520;	1741760120.000;	  err32
20250312;	114524;	1741760124.000;	  err32
20250312;	114528;	1741760128.000;	  err32
20250312;	114532;	1741760132.000;	  err32
20250312;	114536;	1741760136.000;	  err32
20250312;	114540;	1741760140.000;	  err32
20250312;	114544;	1741760144.000;	  err32
20250312;	114548;	1741760148.000;	  err32
20250312;	114552;	1741760152.000;	  err32
20250312;	114556;	1741760156.000;	  err32
20250312;	114600;	1741760160.000;	  err32
20250312;	114604;	1741760164.000;	  err32
20250312;	114608;	1741760168.000;	  err32
20250312;	114612;	1741760172.000;	  err32
20250312;	114616;	1741760176.000;	  err32
20250312;	114620;	1741760180.000;	  err32
20250312;	114624;	1741760184.000;	  err32
20250312;	114628;	1741760188.000;	  err32
20250312;	114632;	1741760192.000;	  err32
20250312;	114636;	1741760196.000;	  err32
20250312;	114640;	1741760200.000;	  err32
20250312;	114644;	1741760204.000;	  err32
20250312;	114648;	1741760208.000;	  err32
20250312;	114652;	1741760212.000;	  err32
20250312;	114656;	1741760216.000;	  err32
20250312;	114700;	1741760220.000;	  err32
20250312;	114704;	1741760224.000;	  err32
20250312;	114708;	1741760228.000;	  err32
20250312;	114712;	1741760232.000;	  err32
20250312;	114716;	1741760236.000;	  err32
20250312;	114720;	1741760240.000;	  err32
20250312;	114724;	1741760244.000;	  err32
20250312;	114728;	1741760248.000;	  err32
20250312;	114732;	1741760252.000;	  err32
20250312;	114736;	1741760256.000;	  err32
20250312;	114740;	1741760260.000;	  err32
20250312;	114744;	1741760264.000;	  err32
20250312;	114748;	1741760268.000;	  err32
20250312;	114752;	1741760272.000;	  err32
20250312;	114756;	1741760276.000;	  err32
20250312;	114800;	1741760280.000;	  err32
20250312;	114804;	1741760284.000;	  err32
20250312;	114808;	1741760288.000;	  err32
20250312;	114812;	1741760292.000;	  err32
20250312;	114816;	1741760296.000;	  err32
20250312;	114820;	1741760300.000;	  err32
20250312;	114824;	1741760304.000;	  err32
20250312;	114828;	1741760308.000;	  err32
20250312;	114832;	1741760312.000;	  err32
20250312;	114836;	1741760316.000;	  err32
20250312;	114840;	1741760320.000;	  err32
20250312;	114844;	1741760324.000;	  err32
20250312;	114848;	1741760328.000;	  err32
20250312;	114852;	1741760332.000;	  err32
20250312;	114856;	1741760336.000;	  err32
20250312;	114900;	1741760340.000;	  err32
20250312;	114904;	1741760344.000;	  err32
20250312;	114908;	1741760348.000;	  err32
20250312;	114912;	1741760352.000;	  err32
20250312;	114916;	1741760356.000;	  err32
20250312;	114920;	1741760360.000;	  err32
20250312;	114924;	1741760364.000;	  err32
20250312;	114928;	1741760368.000;	  err32
20250312;	114932;	1741760372.000;	  err32
20250312;	114936;	1741760376.000;	  err32
20250312;	114940;	1741760380.000;	  err32
20250312;	114944;	1741760384.000;	  err32
20250312;	114948;	1741760388.000;	  err32
20250312;	114952;	1741760392.000;	  err32
20250312;	114956;	1741760396.000;	  err32
20250312;	115000;	1741760400.000;	  err32
20250312;	115004;	1741760404.000;	  err32
20250312;	115008;	1741760408.000;	  err32
20250312;	115012;	1741760412.000;	  err32
20250312;	115016;	1741760416.000;	  err32
20250312;	115020;	1741760420.000;	  err32
20250312;	115024;	1741760424.000;	  err32
20250312;	115028;	1741760428.000;	  err32
20250312;	115032;	1741760432.000;	  err32
20250312;	115036;	1741760436.000;	  err32
20250312;	115040;	1741760440.000;	  err32
20250312;	115044;	1741760444.000;	  err32
20250312;	115048;	1741760448.000;	  err32
20250312;	115052;	1741760452.000;	  err32
20250312;	115056;	1741760456.000;	   err7
20250312;	115100;	1741760460.000;	   1235
20250312;	115104;	1741760464.000;	   1235
20250312;	115108;	1741760468.000;	   1236
20250312;	115112;	1741760472.000;	   1237
20250312;	115116;	1741760476.000;	   1238
20250312;	115120;	1741760480.000;	   1239
20250312;	115124;	1741760484.000;	   1239
20250312;	115128;	1741760488.000;	   1240
20250312;	115132;	1741760492.000;	   1241
20250312;	115136;	1741760496.000;	   1242
20250312;	115140;	1741760500.000;	   1243
20250312;	115144;	1741760504.000;	   1243
20250312;	115148;	1741760508.000;	  err32
20250312;	115152;	1741760512.000;	  err32
20250312;	115156;	1741760516.000;	  err32
20250312;	115200;	1741760520.000;	  err32
20250312;	115204;	1741760524.000;	  err32
20250312;	115208;	1741760528.000;	  err32
20250312;	115212;	1741760532.000;	  err32
20250312;	115216;	1741760536.000;	  err32
20250312;	115220;	1741760540.000;	  err32
20250312;	115224;	1741760544.000;	  err32
20250312;	115228;	1741760548.000;	  err32
20250312;	115232;	1741760552.000;	  err32
20250312;	115236;	1741760556.000;	  err32
20250312;	115240;	1741760560.000;	  err32
20250312;	115244;	1741760564.000;	  err32
20250312;	115248;	1741760568.000;	  err32
20250312;	115252;	1741760572.000;	  err32
20250312;	115256;	1741760576.000;	  err32
20250312;	115300;	1741760580.000;	  err32
20250312;	115304;	1741760584.000;	  err32
20250312;	115308;	1741760588.000;	  err32
20250312;	115312;	1741760592.000;	  err32
20250312;	115316;	1741760596.000;	  err32
20250312;	115320;	1741760600.000;	  err32
20250312;	115324;	1741760604.000;	  err32
20250312;	115328;	1741760608.000;	  err32
20250312;	115332;	1741760612.000;	  err32
20250312;	115336;	1741760616.000;	  err32
20250312;	115340;	1741760620.000;	  err32
20250312;	115344;	1741760624.000;	  err32
20250312;	115348;	1741760628.000;	  err32
20250312;	115352;	1741760632.000;	  err32
20250312;	115356;	1741760636.000;	  err32
20250312;	115400;	1741760640.000;	  err32
20250312;	115404;	1741760644.000;	  err32
20250312;	115408;	1741760648.000;	  err32
20250312;	115412;	1741760652.000;	  err32
20250312;	115416;	1741760656.000;	  err32
20250312;	115420;	1741760660.000;	  err32
20250312;	115424;	1741760664.000;	  err32
20250312;	115428;	1741760668.000;	  err32
20250312;	115432;	1741760672.000;	  err32
20250312;	115436;	1741760676.000;	  err32
20250312;	115440;	1741760680.000;	  err32
20250312;	115444;	1741760684.000;	  err32
20250312;	115448;	1741760688.000;	  err32
20250312;	115452;	1741760692.000;	  err32
20250312;	115456;	1741760696.000;	  err32
20250312;	115500;	1741760700.000;	  err32
20250312;	115504;	1741760704.000;	  err32
20250312;	115508;	1741760708.000;	  err32
20250312;	115512;	1741760712.000;	  err32
20250312;	115516;	1741760716.000;	  err32
20250312;	115520;	1741760720.000;	  err32
20250312;	115524;	1741760724.000;	  err32
20250312;	115528;	1741760728.000;	  err32
20250312;	115532;	1741760732.000;	  err32
20250312;	115536;	1741760736.000;	  err32
20250312;	115540;	1741760740.000;	  err32
20250312;	115544;	1741760744.000;	  err32
20250312;	115548;	1741760748.000;	  err32
20250312;	115552;	1741760752.000;	  err32
20250312;	115556;	1741760756.000;	  err32
20250312;	115600;	1741760760.000;	  err32
20250312;	115604;	1741760764.000;	  err32
20250312;	115608;	1741760768.000;	  err32
20250312;	115612;	1741760772.000;	  err32
20250312;	115616;	1741760776.000;	  err32
20250312;	115620;	1741760780.000;	  err32
20250312;	115624;	1741760784.000;	  err32
20250312;	115628;	1741760788.000;	  err32
20250312;	115632;	1741760792.000;	  err32
20250312;	115636;	1741760796.000;	  err32
20250312;	115640;	1741760800.000;	  err32
20250312;	115644;	1741760804.000;	  err32
20250312;	115648;	1741760808.000;	  err32
20250312;	115652;	1741760812.000;	  err32
20250312;	115656;	1741760816.000;	  err32
20250312;	115700;	1741760820.000;	  err32
20250312;	115704;	1741760824.000;	  err32
20250312;	115708;	1741760828.000;	  err32
20250312;	115712;	1741760832.000;	  err32
20250312;	115716;	1741760836.000;	  err32
20250312;	115720;	1741760840.000;	  err32
20250312;	115724;	1741760844.000;	  err32
20250312;	115728;	1741760848.000;	  err32
20250312;	115732;	1741760852.000;	  err32
20250312;	115736;	1741760856.000;	  err32
20250312;	115740;	1741760860.000;	  err32
20250312;	115744;	1741760864.000;	  err32
20250312;	115748;	1741760868.000;	  err32
20250312;	115752;	1741760872.000;	  err32
20250312;	115756;	1741760876.000;	  err32
20250312;	115800;	1741760880.000;	  err32
20250312;	115804;	1741760884.000;	  err32
20250312;	115808;	1741760888.000;	  err32
20250312;	115812;	1741760892.000;	  err32
20250312;	115816;	1741760896.000;	  err32
20250312;	115820;	1741760900.000;	  err32
20250312;	115824;	1741760904.000;	  err32
20250312;	115828;	1741760908.000;	  err32
20250312;	115832;	1741760912.000;	  err32
20250312;	115836;	1741760916.000;	  err32
20250312;	115840;	1741760920.000;	  err32
20250312;	115844;	1741760924.000;	  err32
20250312;	115848;	1741760928.000;	  err32
20250312;	115852;	1741760932.000;	  err32
20250312;	115856;	1741760936.000;	  err32
20250312;	115900;	1741760940.000;	  err32
20250312;	115904;	1741760944.000;	  err32
20250312;	115908;	1741760948.000;	  err32
20250312;	115912;	1741760952.000;	  err32
20250312;	115916;	1741760956.000;	  err32
20250312;	115920;	1741760960.000;	  err32
20250312;	115924;	1741760964.000;	  err32
20250312;	115928;	1741760968.000;	  err32
20250312;	115932;	1741760972.000;	  err32
20250312;	115936;	1741760976.000;	  err32
20250312;	115940;	1741760980.000;	  err32
20250312;	115944;	1741760984.000;	  err32
20250312;	115948;	1741760988.000;	  err32
20250312;	115952;	1741760992.000;	  err32
20250312;	115956;	1741760996.000;	  err32
20250312;	120000;	1741761000.000;	  err32
20250312;	120004;	1741761004.000;	  err32
20250312;	120008;	1741761008.000;	  err32
20250312;	120012;	1741761012.000;	  err32
20250312;	120016;	1741761016.000;	  err32
20250312;	120020;	1741761020.000;	  err32
20250312;	120024;	1741761024.000;	  err32
20250312;	120028;	1741761028.000;	  err32
20250312;	120032;	1741761032.000;	  err32
20250312;	120036;	1741761036.000;	  err32
20250312;	120040;	1741761040.000;	  err32
20250312;	120044;	1741761044.000;	  err32
20250312;	120048;	1741761048.000;	  err32
20250312;	120052;	1741761052.000;	  err32
20250312;	120056;	1741761056.000;	  err32
20250312;	120100;	1741761060.000;	  err32
20250312;	120104;	1741761064.000;	  err32
20250312;	120108;	1741761068.000;	  err32
20250312;	120112;	1741761072.000;	  err32
20250312;	120116;	1741761076.000;	  err32
20250312;	120120;	1741761080.000;	  err32
20250312;	120124;	1741761084.000;	  err32
20250312;	120128;	1741761088.000;	  err32
20250312;	120132;	1741761092.000;	  err32
20250312;	120136;	1741761096.000;	  err32
20250312;	120140;	1741761100.000;	  err32
20250312;	120144;	1741761104.000;	  err32
20250312;	120148;	1741761108.000;	  err32
20250312;	120152;	1741761112.000;	  err32
20250312;	120156;	1741761116.000;	  err32
20250312;	120200;	1741761120.000;	  err32
20250312;	120204;	1741761124.000;	  err32
20250312;	120208;	1741761128.000;	  err32
20250312;	120212;	1741761132.000;	  err32
20250312;	120216;	1741761136.000;	  err32
20250312;	120220;	1741761140.000;	  err32
20250312;	120224;	1741761144.000;	  err32
20250312;	120228;	1741761148.000;	  err32
20250312;	120232;	1741761152.000;	  err32
20250312;	120236;	1741761156.000;	  err32
20250312;	120240;	1741761160.000;	  err32
20250312;	120244;	1741761164.000;	  err32
20250312;	120248;	1741761168.000;	  err32
20250312;	120252;	1741761172.000;	  err32
20250312;	120256;	1741761176.000;	  err32
20250312;	120300;	1741761180.000;	  err32
20250312;	120304;	1741761184.000;	  err32
20250312;	120308;	1741761188.000;	  err32
20250312;	120312;	1741761192.000;	  err32
20250312;	120316;	1741761196.000;	  err32
20250312;	120320;	1741761200.000;	  err32
20250312;	120324;	1741761204.000;	  err32
20250312;	120328;	1741761208.000;	  err32
20250312;	120332;	1741761212.000;	  err32
20250312;	120336;	1741761216.000;	  err32
20250312;	120340;	1741761220.000;	  err32
20250312;	120344;	1741761224.000;	  err32
20250312;	120348;	1741761228.000;	  err32
20250312;	120352;	1741761232.000;	  err32
20250312;	120356;	1741761236.000;	  err32
20250312;	120400;	1741761240.000;	  err32
20250312;	120404;	1741761244.000;	  err32
20250312;	120408;	1741761248.000;	  err32
20250312;	120412;	1741761252.000;	  err32
20250312;	120416;	1741761256.000;	  err32
20250312;	120420;	1741761260.000;	  err32
20250312;	120424;	1741761264.000;	  err32
20250312;	120428;	1741761268.000;	  err32
20250312;	120432;	1741761272.000;	  err32
20250312;	120436;	1741761276.000;	  err32
20250312;	120440;	1741761280.000;	  err32
20250312;	120444;	1741761284.000;	  err32
20250312;	120448;	1741761288.000;	  err32
20250312;	120452;	1741761292.000;	  err32
20250312;	120456;	1741761296.000;	  err32
20250312;	120500;	1741761300.000;	  err32
20250312;	120504;	1741761304.000;	  err32
20250312;	120508;	1741761308.000;	  err32
20250312;	120512;	1741761312.000;	  err32
20250312;	120516;	1741761316.000;	  err32
20250312;	120520;	1741761320.000;	  err32
20250312;	120524;	1741761324.000;	  err32
20250312;	120528;	1741761328.000;	  err32
20250312;	120532;	1741761332.000;	  err32
20250312;	120536;	1741761336.000;	  err32
20250312;	120540;	1741761340.000;	  err32
20250312;	120544;	1741761344.000;	  err32
20250312;	120548;	1741761348.000;	  err32
20250312;	120552;	1741761352.000;	  err32
20250312;	120556;	1741761356.000;	  err32
20250312;	120600;	1741761360.000;	  err32
20250312;	120604;	1741761364.000;	  err32
20250312;	120608;	1741761368.000;	  err32
20250312;	120612;	1741761372.000;	  err32
20250312;	120616;	1741761376.000;	  err32
20250312;	120620;	1741761380.000;	  err32
20250312;	120624;	1741761384.000;	  err32
20250312;	120628;	1741761388.000;	  err32
20250312;	120632;	1741761392.000;	  err32
20250312;	120636;	1741761396.000;	  err32
20250312;	120640;	1741761400.000;	  err32
20250312;	120644;	1741761404.000;	  err32
20250312;	120648;	1741761408.000;	  err32
20250312;	120652;	1741761412.000;	  err32
20250312;	120656;	1741761416.000;	  err32
20250312;	120700;	1741761420.000;	  err32
20250312;	120704;	1741761424.000;	  err32
20250312;	120708;	1741761428.000;	  err32
20250312;	120712;	1741761432.000;	  err32
20250312;	120716;	1741761436.000;	  err32
20250312;	120720;	1741761440.000;	  err32
20250312;	120724;	1741761444.000;	  err32
20250312;	120728;	1741761448.000;	  err32
20250312;	120732;	1741761452.000;	  err32
20250312;	120736;	1741761456.000;	  err32
20250312;	120740;	1741761460.000;	  err32
20250312;	120744;	1741761464.000;	  err32
20250312;	120748;	1741761468.000;	  err32
20250312;	120752;	1741761472.000;	  err32
20250312;	120756;	1741761476.000;	  err32
20250312;	120800;	1741761480.000;	  err32
20250312;	120804;	1741761484.000;	  err32
20250312;	120808;	1741761488.000;	  err32
20250312;	120812;	1741761492.000;	  err32
20250312;	120816;	1741761496.000;	  err32
20250312;	120820;	1741761500.000;	  err32
20250312;	120824;	1741761504.000;	  err32
20250312;	120828;	1741761508.000;	  err32
20250312;	120832;	1741761512.000;	  err32
20250312;	120836;	1741761516.000;	  err32
20250312;	120840;	1741761520.000;	  err32
20250312;	120844;	1741761524.000;	  err32
20250312;	120848;	1741761528.000;	  err32
20250312;	120852;	1741761532.000;	  err32
20250312;	120856;	1741761536.000;	  err32
20250312;	120900;	1741761540.000;	  err32
20250312;	120904;	1741761544.000;	  err32
20250312;	120908;	1741761548.000;	  err32
20250312;	120912;	1741761552.000;	  err32
20250312;	120916;	1741761556.000;	  err32
20250312;	120920;	1741761560.000;	  err32
20250312;	120924;	1741761564.000;	  err32
20250312;	120928;	1741761568.000;	  err32
20250312;	120932;	1741761572.000;	  err32
20250312;	120936;	1741761576.000;	  err32
20250312;	120940;	1741761580.000;	  err32
20250312;	120944;	1741761584.000;	  err32
20250312;	120948;	1741761588.000;	  err32
20250312;	120952;	1741761592.000;	  err32
20250312;	120956;	1741761596.000;	  err32
20250312;	121000;	1741761600.000;	  err32
20250312;	121004;	1741761604.000;	  err32
20250312;	121008;	1741761608.000;	  err32
20250312;	121012;	1741761612.000;	  err32
20250312;	121016;	1741761616.000;	  err32
20250312;	121020;	1741761620.000;	  err32
20250312;	121024;	1741761624.000;	  err32
20250312;	121028;	1741761628.000;	  err32
20250312;	121032;	1741761632.000;	  err32
20250312;	121036;	1741761636.000;	  err32
20250312;	121040;	1741761640.000;	  err32
20250312;	121044;	1741761644.000;	  err32
20250312;	121048;	1741761648.000;	  err32
20250312;	121052;	1741761652.000;	  err32
20250312;	121056;	1741761656.000;	  err32
20250312;	121100;	1741761660.000;	  err32
20250312;	121104;	1741761664.000;	  err32
20250312;	121108;	1741761668.000;	  err32
20250312;	121112;	1741761672.000;	  err32
20250312;	121116;	1741761676.000;	  err32
20250312;	121120;	1741761680.000;	  err32
20250312;	121124;	1741761684.000;	  err32
20250312;	121128;	1741761688.000;	  err32
20250312;	121132;	1741761692.000;	  err32
20250312;	121136;	1741761696.000;	  err32
20250312;	121140;	1741761700.000;	  err32
20250312;	121144;	1741761704.000;	  err32
20250312;	121148;	1741761708.000;	  err32
20250312;	121152;	1741761712.000;	  err32
20250312;	121156;	1741761716.000;	  err32
20250312;	121200;	1741761720.000;	  err32
20250312;	121204;	1741761724.000;	  err32
20250312;	121208;	1741761728.000;	  err32
20250312;	121212;	1741761732.000;	  err32
20250312;	121216;	1741761736.000;	  err32
20250312;	121220;	1741761740.000;	  err32
20250312;	121224;	1741761744.000;	  err32
20250312;	121228;	1741761748.000;	  err32
20250312;	121232;	1741761752.000;	  err32
20250312;	121236;	1741761756.000;	  err32
20250312;	121240;	1741761760.000;	  err32
20250312;	121244;	1741761764.000;	  err32
20250312;	121248;	1741761768.000;	  err32
20250312;	121252;	1741761772.000;	  err32
20250312;	121256;	1741761776.000;	  err32
20250312;	121300;	1741761780.000;	  err32
20250312;	121304;	1741761784.000;	  err32
20250312;	121308;	1741761788.000;	  err32
20250312;	121312;	1741761792.000;	  err32
20250312;	121316;	1741761796.000;	  err32
20250312;	121320;	1741761800.000;	  err32
20250312;	121324;	1741761804.000;	  err32
20250312;	121328;	1741761808.000;	  err32
20250312;	121332;	1741761812.000;	  err32
20250312;	121336;	1741761816.000;	  err32
20250312;	121340;	1741761820.000;	  err32
20250312;	121344;	1741761824.000;	  err32
20250312;	121348;	1741761828.000;	  err32
20250312;	121352;	1741761832.000;	  err32
20250312;	121356;	1741761836.000;	  err32
20250312;	121400;	1741761840.000;	  err32
20250312;	121404;	1741761844.000;	  err32
20250312;	121408;	1741761848.000;	  err32
20250312;	121412;	1741761852.000;	  err32
20250312;	121416;	1741761856.000;	  err32
20250312;	121420;	1741761860.000;	  err32
20250312;	121424;	1741761864.000;	  err32
20250312;	121428;	1741761868.000;	  err32
20250312;	121432;	1741761872.000;	  err32
20250312;	121436;	1741761876.000;	  err32
20250312;	121440;	1741761880.000;	  err32
20250312;	121444;	1741761884.000;	  err32
20250312;	121448;	1741761888.000;	  err32
20250312;	121452;	1741761892.000;	  err32
20250312;	121456;	1741761896.000;	  err32
20250312;	121500;	1741761900.000;	  err32
20250312;	121504;	1741761904.000;	  err32
20250312;	121508;	1741761908.000;	  err32
20250312;	121512;	1741761912.000;	  err32
20250312;	121516;	1741761916.000;	  err32
20250312;	121520;	1741761920.000;	  err32
20250312;	121524;	1741761924.000;	  err32
20250312;	121528;	1741761928.000;	  err32
20250312;	121532;	1741761932.000;	  err32
20250312;	121536;	1741761936.000;	  err32
20250312;	121540;	1741761940.000;	  err32
20250312;	121544;	1741761944.000;	  err32
20250312;	121548;	1741761948.000;	  err32
20250312;	121552;	1741761952.000;	  err32
20250312;	121556;	1741761956.000;	  err32
20250312;	121600;	1741761960.000;	  err32
20250312;	121604;	1741761964.000;	  err32
20250312;	121608;	1741761968.000;	  err32
20250312;	121612;	1741761972.000;	  err32
20250312;	121616;	1741761976.000;	  err32
20250312;	121620;	1741761980.000;	  err32
20250312;	121624;	1741761984.000;	  err32
20250312;	121628;	1741761988.000;	  err32
20250312;	121632;	1741761992.000;	  err32
20250312;	121636;	1741761996.000;	  err32
20250312;	121640;	1741762000.000;	  err32
20250312;	121644;	1741762004.000;	  err32
20250312;	121648;	1741762008.000;	  err32
20250312;	121652;	1741762012.000;	  err32
20250312;	121656;	1741762016.000;	  err32
20250312;	121700;	1741762020.000;	  err32
20250312;	121704;	1741762024.000;	  err32
20250312;	121708;	1741762028.000;	  err32
20250312;	121712;	1741762032.000;	  err32
20250312;	121716;	1741762036.000;	  err32
20250312;	121720;	1741762040.000;	  err32
20250312;	121724;	1741762044.000;	  err32
20250312;	121728;	1741762048.000;	  err32
20250312;	121732;	1741762052.000;	  err32
20250312;	121736;	1741762056.000;	  err32
20250312;	121740;	1741762060.000;	  err32
20250312;	121744;	1741762064.000;	  err32
20250312;	121748;	1741762068.000;	  err32
20250312;	121752;	1741762072.000;	  err32
20250312;	121756;	1741762076.000;	  err32
20250312;	121800;	1741762080.000;	  err32
20250312;	121804;	1741762084.000;	  err32
20250312;	121808;	1741762088.000;	  err32
20250312;	121812;	1741762092.000;	  err32
20250312;	121816;	1741762096.000;	  err32
20250312;	121820;	1741762100.000;	  err32
20250312;	121824;	1741762104.000;	  err32
20250312;	121828;	1741762108.000;	  err32
20250312;	121832;	1741762112.000;	  err32
20250312;	121836;	1741762116.000;	  err32
20250312;	121840;	1741762120.000;	  err32
20250312;	121844;	1741762124.000;	  err32
20250312;	121848;	1741762128.000;	  err32
20250312;	121852;	1741762132.000;	  err32
20250312;	121856;	1741762136.000;	  err32
20250312;	121900;	1741762140.000;	  err32
20250312;	121904;	1741762144.000;	  err32
20250312;	121908;	1741762148.000;	  err32
20250312;	121912;	1741762152.000;	  err32
20250312;	121916;	1741762156.000;	  err32
20250312;	121920;	1741762160.000;	  err32
20250312;	121924;	1741762164.000;	  err32
20250312;	121928;	1741762168.000;	  err32
20250312;	121932;	1741762172.000;	  err32
20250312;	121936;	1741762176.000;	  err32
20250312;	121940;	1741762180.000;	  err32
20250312;	121944;	1741762184.000;	  err32
20250312;	121948;	1741762188.000;	  err32
20250312;	121952;	1741762192.000;	  err32
20250312;	121956;	1741762196.000;	  err32
20250312;	122000;	1741762200.000;	  err32
20250312;	122004;	1741762204.000;	  err32
20250312;	122008;	1741762208.000;	  err32
20250312;	122012;	1741762212.000;	  err32
20250312;	122016;	1741762216.000;	  err32
20250312;	122020;	1741762220.000;	  err32
20250312;	122024;	1741762224.000;	  err32
20250312;	122028;	1741762228.000;	  err32
20250312;	122032;	1741762232.000;	  err32
20250312;	122036;	1741762236.000;	  err32
20250312;	122040;	1741762240.000;	  err32
20250312;	122044;	1741762244.000;	  err32
20250312;	122048;	1741762248.000;	  err32
20250312;	122052;	1741762252.000;	  err32
20250312;	122056;	1741762256.000;	  err32
20250312;	122100;	1741762260.000;	  err32
20250312;	122104;	1741762264.000;	  err32
20250312;	122108;	1741762268.000;	  err32
