#ies_format_version: 1.0
#file: 20250311_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250311;	145820;	1741685300.000;	      0
20250311;	145824;	1741685304.000;	      0
20250311;	145828;	1741685308.000;	      0
20250311;	145832;	1741685312.000;	      0
20250311;	145836;	1741685316.000;	      0
20250311;	145840;	1741685320.000;	      0
20250311;	145844;	1741685324.000;	      0
20250311;	145848;	1741685328.000;	      0
20250311;	145852;	1741685332.000;	      0
20250311;	145856;	1741685336.000;	      0
20250311;	145900;	1741685340.000;	      0
20250311;	145904;	1741685344.000;	      0
20250311;	145908;	1741685348.000;	      0
20250311;	145912;	1741685352.000;	      0
20250311;	145916;	1741685356.000;	      0
20250311;	145920;	1741685360.000;	      0
20250311;	145924;	1741685364.000;	      0
20250311;	145928;	1741685368.000;	      0
20250311;	145932;	1741685372.000;	      0
20250311;	145936;	1741685376.000;	      0
20250311;	145940;	1741685380.000;	      0
20250311;	145944;	1741685384.000;	      0
20250311;	145948;	1741685388.000;	      0
20250311;	145952;	1741685392.000;	      0
20250311;	145956;	1741685396.000;	      0
20250311;	150000;	1741685400.000;	      0
20250311;	150004;	1741685404.000;	      0
20250311;	150008;	1741685408.000;	      0
20250311;	150012;	1741685412.000;	      0
20250311;	150016;	1741685416.000;	      0
20250311;	150020;	1741685420.000;	      0
20250311;	150024;	1741685424.000;	      0
20250311;	150028;	1741685428.000;	      0
20250311;	150032;	1741685432.000;	      0
20250311;	150036;	1741685436.000;	      0
20250311;	150040;	1741685440.000;	      0
20250311;	150044;	1741685444.000;	      0
20250311;	150048;	1741685448.000;	      0
20250311;	150052;	1741685452.000;	      0
20250311;	150056;	1741685456.000;	      0
20250311;	150100;	1741685460.000;	      0
20250311;	150104;	1741685464.000;	      0
20250311;	150108;	1741685468.000;	      0
20250311;	150112;	1741685472.000;	      0
20250311;	150116;	1741685476.000;	      0
20250311;	150120;	1741685480.000;	      0
20250311;	150124;	1741685484.000;	      0
20250311;	150128;	1741685488.000;	      0
20250311;	150132;	1741685492.000;	      0
20250311;	150136;	1741685496.000;	      0
20250311;	150140;	1741685500.000;	      0
20250311;	150144;	1741685504.000;	      0
20250311;	150148;	1741685508.000;	      0
20250311;	150152;	1741685512.000;	      0
20250311;	150156;	1741685516.000;	      0
20250311;	150200;	1741685520.000;	      0
20250311;	150204;	1741685524.000;	      0
20250311;	150208;	1741685528.000;	      0
20250311;	150212;	1741685532.000;	      0
20250311;	150216;	1741685536.000;	      0
20250311;	150220;	1741685540.000;	      0
20250311;	150224;	1741685544.000;	      0
20250311;	150228;	1741685548.000;	      0
20250311;	150232;	1741685552.000;	      0
20250311;	150236;	1741685556.000;	      0
20250311;	150240;	1741685560.000;	      0
20250311;	150244;	1741685564.000;	      0
20250311;	150248;	1741685568.000;	      0
20250311;	150252;	1741685572.000;	      0
20250311;	150256;	1741685576.000;	      0
20250311;	150300;	1741685580.000;	      0
20250311;	150304;	1741685584.000;	      0
20250311;	150308;	1741685588.000;	      0
20250311;	150312;	1741685592.000;	      0
20250311;	150316;	1741685596.000;	      0
20250311;	150320;	1741685600.000;	      0
20250311;	150324;	1741685604.000;	      0
20250311;	150328;	1741685608.000;	      0
20250311;	150332;	1741685612.000;	      0
20250311;	150336;	1741685616.000;	      0
20250311;	150340;	1741685620.000;	      0
20250311;	150344;	1741685624.000;	      0
20250311;	150348;	1741685628.000;	      0
20250311;	150352;	1741685632.000;	      0
20250311;	150356;	1741685636.000;	      0
20250311;	150400;	1741685640.000;	      0
20250311;	150404;	1741685644.000;	      0
20250311;	150408;	1741685648.000;	      0
20250311;	150412;	1741685652.000;	      0
20250311;	150416;	1741685656.000;	      0
20250311;	150420;	1741685660.000;	      0
20250311;	150424;	1741685664.000;	      0
20250311;	150428;	1741685668.000;	      0
20250311;	150432;	1741685672.000;	      0
20250311;	150436;	1741685676.000;	      0
20250311;	150440;	1741685680.000;	      0
20250311;	150444;	1741685684.000;	      0
20250311;	150448;	1741685688.000;	      0
20250311;	150452;	1741685692.000;	      0
20250311;	150456;	1741685696.000;	      0
20250311;	150500;	1741685700.000;	      0
20250311;	150504;	1741685704.000;	      0
20250311;	150508;	1741685708.000;	      0
20250311;	150512;	1741685712.000;	      0
20250311;	150516;	1741685716.000;	      0
20250311;	150520;	1741685720.000;	      0
20250311;	150524;	1741685724.000;	      0
20250311;	150528;	1741685728.000;	      0
20250311;	150532;	1741685732.000;	      0
20250311;	150536;	1741685736.000;	      0
20250311;	150540;	1741685740.000;	      0
20250311;	150544;	1741685744.000;	      0
20250311;	150548;	1741685748.000;	      0
20250311;	150552;	1741685752.000;	      0
20250311;	150556;	1741685756.000;	      0
20250311;	150600;	1741685760.000;	      0
20250311;	150604;	1741685764.000;	      0
20250311;	150608;	1741685768.000;	      0
20250311;	150612;	1741685772.000;	      0
20250311;	150616;	1741685776.000;	      0
20250311;	150620;	1741685780.000;	      0
20250311;	150624;	1741685784.000;	      0
20250311;	150628;	1741685788.000;	      0
20250311;	150632;	1741685792.000;	      0
20250311;	150636;	1741685796.000;	      0
20250311;	150640;	1741685800.000;	      0
20250311;	150644;	1741685804.000;	      0
20250311;	150648;	1741685808.000;	      0
20250311;	150652;	1741685812.000;	      0
20250311;	150656;	1741685816.000;	      0
20250311;	150700;	1741685820.000;	      0
20250311;	150704;	1741685824.000;	      0
20250311;	150708;	1741685828.000;	      0
20250311;	150712;	1741685832.000;	      0
20250311;	150716;	1741685836.000;	      0
20250311;	150720;	1741685840.000;	      0
20250311;	150724;	1741685844.000;	      0
20250311;	150728;	1741685848.000;	      0
20250311;	150732;	1741685852.000;	      0
20250311;	150736;	1741685856.000;	      0
20250311;	150740;	1741685860.000;	      0
20250311;	150744;	1741685864.000;	      0
20250311;	150748;	1741685868.000;	      0
20250311;	150752;	1741685872.000;	      0
20250311;	150756;	1741685876.000;	      0
20250311;	150800;	1741685880.000;	      0
20250311;	150804;	1741685884.000;	      0
20250311;	150808;	1741685888.000;	      0
20250311;	150812;	1741685892.000;	      0
20250311;	150816;	1741685896.000;	      0
20250311;	150820;	1741685900.000;	      0
20250311;	150824;	1741685904.000;	      0
20250311;	150828;	1741685908.000;	      0
20250311;	150832;	1741685912.000;	      0
20250311;	150836;	1741685916.000;	      0
20250311;	150840;	1741685920.000;	      0
20250311;	150844;	1741685924.000;	      0
20250311;	150848;	1741685928.000;	      0
20250311;	150852;	1741685932.000;	      0
20250311;	150856;	1741685936.000;	      0
20250311;	150900;	1741685940.000;	      0
20250311;	150904;	1741685944.000;	      0
20250311;	150908;	1741685948.000;	      0
20250311;	150912;	1741685952.000;	      0
20250311;	150916;	1741685956.000;	      0
20250311;	150920;	1741685960.000;	      0
20250311;	150924;	1741685964.000;	      0
20250311;	150928;	1741685968.000;	      0
20250311;	150932;	1741685972.000;	      0
20250311;	150936;	1741685976.000;	      0
20250311;	150940;	1741685980.000;	      0
20250311;	150944;	1741685984.000;	      0
20250311;	150948;	1741685988.000;	      0
20250311;	150952;	1741685992.000;	      0
20250311;	150956;	1741685996.000;	      0
20250311;	151000;	1741686000.000;	      0
20250311;	151004;	1741686004.000;	      0
20250311;	151008;	1741686008.000;	      0
20250311;	151012;	1741686012.000;	      0
20250311;	151016;	1741686016.000;	      0
20250311;	151020;	1741686020.000;	      0
20250311;	151024;	1741686024.000;	      0
20250311;	151028;	1741686028.000;	      0
20250311;	151032;	1741686032.000;	      0
20250311;	151036;	1741686036.000;	      0
20250311;	151040;	1741686040.000;	      0
20250311;	151044;	1741686044.000;	      0
20250311;	151048;	1741686048.000;	      0
20250311;	151052;	1741686052.000;	      0
20250311;	151056;	1741686056.000;	      0
20250311;	151100;	1741686060.000;	      0
20250311;	151104;	1741686064.000;	      0
20250311;	151108;	1741686068.000;	      0
20250311;	151112;	1741686072.000;	      0
20250311;	151116;	1741686076.000;	      0
20250311;	151120;	1741686080.000;	      0
20250311;	151124;	1741686084.000;	      0
20250311;	151128;	1741686088.000;	      0
20250311;	151132;	1741686092.000;	      0
20250311;	151136;	1741686096.000;	      0
20250311;	151140;	1741686100.000;	      0
20250311;	151144;	1741686104.000;	      0
20250311;	151148;	1741686108.000;	      0
20250311;	151152;	1741686112.000;	      0
20250311;	151156;	1741686116.000;	      0
20250311;	151200;	1741686120.000;	      0
20250311;	151204;	1741686124.000;	      0
20250311;	151208;	1741686128.000;	      0
20250311;	151212;	1741686132.000;	      0
20250311;	151216;	1741686136.000;	      0
20250311;	151220;	1741686140.000;	      0
20250311;	151224;	1741686144.000;	      0
20250311;	151228;	1741686148.000;	      0
20250311;	151232;	1741686152.000;	      0
20250311;	151236;	1741686156.000;	      0
20250311;	151240;	1741686160.000;	      0
20250311;	151244;	1741686164.000;	      0
20250311;	151248;	1741686168.000;	      0
20250311;	151252;	1741686172.000;	      0
20250311;	151256;	1741686176.000;	      0
20250311;	151300;	1741686180.000;	      0
20250311;	151304;	1741686184.000;	      0
20250311;	151308;	1741686188.000;	      0
20250311;	151312;	1741686192.000;	      0
20250311;	151316;	1741686196.000;	      0
20250311;	151320;	1741686200.000;	      0
20250311;	151324;	1741686204.000;	      0
20250311;	151328;	1741686208.000;	      0
20250311;	151332;	1741686212.000;	      0
20250311;	151336;	1741686216.000;	      0
20250311;	151340;	1741686220.000;	      0
20250311;	151344;	1741686224.000;	      0
20250311;	151348;	1741686228.000;	      0
20250311;	151352;	1741686232.000;	      0
20250311;	151356;	1741686236.000;	      0
20250311;	151400;	1741686240.000;	      0
20250311;	151404;	1741686244.000;	      0
20250311;	151408;	1741686248.000;	      0
20250311;	151412;	1741686252.000;	      0
20250311;	151416;	1741686256.000;	      0
20250311;	151420;	1741686260.000;	      0
20250311;	151424;	1741686264.000;	      0
20250311;	151428;	1741686268.000;	      0
20250311;	151432;	1741686272.000;	      0
20250311;	151436;	1741686276.000;	      0
20250311;	151440;	1741686280.000;	      0
20250311;	151444;	1741686284.000;	      0
20250311;	151448;	1741686288.000;	      0
20250311;	151452;	1741686292.000;	      0
20250311;	151456;	1741686296.000;	      0
20250311;	151500;	1741686300.000;	      0
20250311;	151504;	1741686304.000;	      0
20250311;	151508;	1741686308.000;	      0
20250311;	151512;	1741686312.000;	      0
20250311;	151516;	1741686316.000;	      0
20250311;	151520;	1741686320.000;	      0
20250311;	151524;	1741686324.000;	  err32
20250311;	151528;	1741686328.000;	  err32
20250311;	151532;	1741686332.000;	  err32
20250311;	151536;	1741686336.000;	  err32
20250311;	151540;	1741686340.000;	  err32
20250311;	151544;	1741686344.000;	      0
20250311;	151548;	1741686348.000;	      0
20250311;	151552;	1741686352.000;	      0
20250311;	151556;	1741686356.000;	      0
20250311;	151600;	1741686360.000;	      0
20250311;	151604;	1741686364.000;	      0
20250311;	151608;	1741686368.000;	      0
20250311;	151612;	1741686372.000;	      0
20250311;	151616;	1741686376.000;	      0
20250311;	151620;	1741686380.000;	      0
20250311;	151624;	1741686384.000;	      0
20250311;	151628;	1741686388.000;	      0
20250311;	151632;	1741686392.000;	      0
20250311;	151636;	1741686396.000;	  err32
20250311;	151640;	1741686400.000;	  err32
20250311;	151644;	1741686404.000;	   err7
20250311;	151648;	1741686408.000;	      0
20250311;	151652;	1741686412.000;	      0
20250311;	151656;	1741686416.000;	      0
20250311;	151700;	1741686420.000;	      0
20250311;	151704;	1741686424.000;	      0
20250311;	151708;	1741686428.000;	      0
20250311;	151712;	1741686432.000;	      0
20250311;	151716;	1741686436.000;	      0
20250311;	151720;	1741686440.000;	      0
20250311;	151724;	1741686444.000;	      0
20250311;	151728;	1741686448.000;	      0
20250311;	151732;	1741686452.000;	      0
20250311;	151736;	1741686456.000;	      0
20250311;	151740;	1741686460.000;	      0
20250311;	151744;	1741686464.000;	      0
20250311;	151748;	1741686468.000;	      0
20250311;	151752;	1741686472.000;	      0
20250311;	151756;	1741686476.000;	      0
20250311;	151800;	1741686480.000;	      0
20250311;	151804;	1741686484.000;	      0
20250311;	151808;	1741686488.000;	      0
20250311;	151812;	1741686492.000;	      0
20250311;	151816;	1741686496.000;	      0
20250311;	151820;	1741686500.000;	      0
20250311;	151824;	1741686504.000;	      0
20250311;	151828;	1741686508.000;	      0
20250311;	151832;	1741686512.000;	      0
20250311;	151836;	1741686516.000;	      0
20250311;	151840;	1741686520.000;	      0
20250311;	151844;	1741686524.000;	      0
20250311;	151848;	1741686528.000;	      0
20250311;	151852;	1741686532.000;	      0
20250311;	151856;	1741686536.000;	      0
20250311;	151900;	1741686540.000;	      0
20250311;	151904;	1741686544.000;	      0
20250311;	151908;	1741686548.000;	      0
20250311;	151912;	1741686552.000;	      0
20250311;	151916;	1741686556.000;	      0
20250311;	151920;	1741686560.000;	      0
20250311;	151924;	1741686564.000;	      0
20250311;	151928;	1741686568.000;	      0
20250311;	151932;	1741686572.000;	      0
20250311;	151936;	1741686576.000;	      0
20250311;	151940;	1741686580.000;	      0
20250311;	151944;	1741686584.000;	      0
20250311;	151948;	1741686588.000;	      0
20250311;	151952;	1741686592.000;	      0
20250311;	151956;	1741686596.000;	      0
20250311;	152000;	1741686600.000;	      0
20250311;	152004;	1741686604.000;	      0
20250311;	152008;	1741686608.000;	      0
20250311;	152012;	1741686612.000;	      0
20250311;	152016;	1741686616.000;	      0
20250311;	152020;	1741686620.000;	      0
20250311;	152024;	1741686624.000;	  err32
20250311;	152028;	1741686628.000;	  err32
20250311;	152032;	1741686632.000;	  err32
20250311;	152036;	1741686636.000;	      0
20250311;	152040;	1741686640.000;	      0
20250311;	152044;	1741686644.000;	      0
20250311;	152048;	1741686648.000;	      0
20250311;	152052;	1741686652.000;	      0
20250311;	152056;	1741686656.000;	      0
20250311;	152100;	1741686660.000;	      0
20250311;	152104;	1741686664.000;	      0
20250311;	152108;	1741686668.000;	      0
20250311;	152112;	1741686672.000;	      0
20250311;	152116;	1741686676.000;	      0
20250311;	152120;	1741686680.000;	      0
20250311;	152124;	1741686684.000;	      0
20250311;	152128;	1741686688.000;	      0
20250311;	152132;	1741686692.000;	      0
20250311;	152136;	1741686696.000;	      0
20250311;	152140;	1741686700.000;	      0
20250311;	152144;	1741686704.000;	      0
20250311;	152148;	1741686708.000;	      0
20250311;	152152;	1741686712.000;	      0
20250311;	152156;	1741686716.000;	      0
20250311;	152200;	1741686720.000;	      0
20250311;	152204;	1741686724.000;	      0
20250311;	152208;	1741686728.000;	      0
20250311;	152212;	1741686732.000;	      0
20250311;	152216;	1741686736.000;	      0
20250311;	152220;	1741686740.000;	      0
20250311;	152224;	1741686744.000;	      0
20250311;	152228;	1741686748.000;	      0
20250311;	152232;	1741686752.000;	      0
20250311;	152236;	1741686756.000;	      0
20250311;	152240;	1741686760.000;	      0
20250311;	152244;	1741686764.000;	      0
20250311;	152248;	1741686768.000;	      0
20250311;	152252;	1741686772.000;	      0
20250311;	152256;	1741686776.000;	      0
20250311;	152300;	1741686780.000;	      0
20250311;	152304;	1741686784.000;	      0
20250311;	152308;	1741686788.000;	      0
20250311;	152312;	1741686792.000;	      0
20250311;	152316;	1741686796.000;	      0
20250311;	152320;	1741686800.000;	      0
20250311;	152324;	1741686804.000;	      0
20250311;	152328;	1741686808.000;	      0
20250311;	152332;	1741686812.000;	      0
20250311;	152336;	1741686816.000;	      0
20250311;	152340;	1741686820.000;	      0
20250311;	152344;	1741686824.000;	      0
20250311;	152348;	1741686828.000;	      0
20250311;	152352;	1741686832.000;	      0
20250311;	152356;	1741686836.000;	      0
20250311;	152400;	1741686840.000;	      0
20250311;	152404;	1741686844.000;	      0
20250311;	152408;	1741686848.000;	      0
20250311;	152412;	1741686852.000;	      0
20250311;	152416;	1741686856.000;	      0
20250311;	152420;	1741686860.000;	      0
20250311;	152424;	1741686864.000;	      0
20250311;	152428;	1741686868.000;	      0
20250311;	152432;	1741686872.000;	      0
20250311;	152436;	1741686876.000;	      0
20250311;	152440;	1741686880.000;	      0
20250311;	152444;	1741686884.000;	      0
20250311;	152448;	1741686888.000;	      0
20250311;	152452;	1741686892.000;	      0
20250311;	152456;	1741686896.000;	      0
20250311;	152500;	1741686900.000;	      0
20250311;	152504;	1741686904.000;	      0
20250311;	152508;	1741686908.000;	      0
20250311;	152512;	1741686912.000;	      0
20250311;	152516;	1741686916.000;	      0
20250311;	152520;	1741686920.000;	      0
20250311;	152524;	1741686924.000;	      0
20250311;	152528;	1741686928.000;	      0
20250311;	152532;	1741686932.000;	      0
20250311;	152536;	1741686936.000;	      0
20250311;	152540;	1741686940.000;	      0
20250311;	152544;	1741686944.000;	      0
20250311;	152548;	1741686948.000;	      0
20250311;	152552;	1741686952.000;	      0
20250311;	152556;	1741686956.000;	      0
20250311;	152600;	1741686960.000;	      0
20250311;	152604;	1741686964.000;	      0
20250311;	152608;	1741686968.000;	      0
20250311;	152612;	1741686972.000;	      0
20250311;	152616;	1741686976.000;	      0
20250311;	152620;	1741686980.000;	      0
20250311;	152624;	1741686984.000;	      0
20250311;	152628;	1741686988.000;	      0
20250311;	152632;	1741686992.000;	      0
20250311;	152636;	1741686996.000;	      0
20250311;	152640;	1741687000.000;	      0
20250311;	152644;	1741687004.000;	      0
20250311;	152648;	1741687008.000;	      0
20250311;	152652;	1741687012.000;	      0
20250311;	152656;	1741687016.000;	      0
20250311;	152700;	1741687020.000;	      0
20250311;	152704;	1741687024.000;	      0
20250311;	152708;	1741687028.000;	      0
20250311;	152712;	1741687032.000;	      0
20250311;	152716;	1741687036.000;	      0
20250311;	152720;	1741687040.000;	      0
20250311;	152724;	1741687044.000;	      0
20250311;	152728;	1741687048.000;	      0
20250311;	152732;	1741687052.000;	      0
20250311;	152736;	1741687056.000;	      0
20250311;	152740;	1741687060.000;	      0
20250311;	152744;	1741687064.000;	      0
20250311;	152748;	1741687068.000;	      0
20250311;	152752;	1741687072.000;	      0
20250311;	152756;	1741687076.000;	      0
20250311;	152800;	1741687080.000;	      0
20250311;	152804;	1741687084.000;	      0
20250311;	152808;	1741687088.000;	      0
20250311;	152812;	1741687092.000;	      0
20250311;	152816;	1741687096.000;	      0
20250311;	152820;	1741687100.000;	      0
20250311;	152824;	1741687104.000;	      0
20250311;	152828;	1741687108.000;	      0
20250311;	152832;	1741687112.000;	      0
20250311;	152836;	1741687116.000;	      0
20250311;	152840;	1741687120.000;	      0
20250311;	152844;	1741687124.000;	      0
20250311;	152848;	1741687128.000;	      0
20250311;	152852;	1741687132.000;	      0
20250311;	152856;	1741687136.000;	      0
20250311;	152900;	1741687140.000;	      0
20250311;	152904;	1741687144.000;	      0
20250311;	152908;	1741687148.000;	      0
20250311;	152912;	1741687152.000;	      0
20250311;	152916;	1741687156.000;	      0
20250311;	152920;	1741687160.000;	      0
20250311;	152924;	1741687164.000;	      0
20250311;	152928;	1741687168.000;	      0
20250311;	152932;	1741687172.000;	      0
20250311;	152936;	1741687176.000;	      0
20250311;	152940;	1741687180.000;	      0
20250311;	152944;	1741687184.000;	      0
20250311;	152948;	1741687188.000;	      0
20250311;	152952;	1741687192.000;	      0
20250311;	152956;	1741687196.000;	      0
20250311;	153000;	1741687200.000;	      0
20250311;	153004;	1741687204.000;	      0
20250311;	153008;	1741687208.000;	      0
20250311;	153012;	1741687212.000;	      0
20250311;	153016;	1741687216.000;	      0
20250311;	153020;	1741687220.000;	      0
20250311;	153024;	1741687224.000;	      0
20250311;	153028;	1741687228.000;	      0
20250311;	153032;	1741687232.000;	      0
20250311;	153036;	1741687236.000;	      0
20250311;	153040;	1741687240.000;	      0
20250311;	153044;	1741687244.000;	      0
20250311;	153048;	1741687248.000;	      0
20250311;	153052;	1741687252.000;	      0
20250311;	153056;	1741687256.000;	      0
20250311;	153100;	1741687260.000;	      0
20250311;	153104;	1741687264.000;	      0
20250311;	153108;	1741687268.000;	      0
20250311;	153112;	1741687272.000;	      0
20250311;	153116;	1741687276.000;	      0
20250311;	153120;	1741687280.000;	      0
20250311;	153124;	1741687284.000;	      0
20250311;	153128;	1741687288.000;	      0
20250311;	153132;	1741687292.000;	      0
20250311;	153136;	1741687296.000;	      0
20250311;	153140;	1741687300.000;	      0
20250311;	153144;	1741687304.000;	      0
20250311;	153148;	1741687308.000;	      0
20250311;	153152;	1741687312.000;	      0
20250311;	153156;	1741687316.000;	      0
20250311;	153200;	1741687320.000;	      0
20250311;	153204;	1741687324.000;	      0
20250311;	153208;	1741687328.000;	      0
20250311;	153212;	1741687332.000;	      0
20250311;	153216;	1741687336.000;	      0
20250311;	153220;	1741687340.000;	      0
20250311;	153224;	1741687344.000;	      0
20250311;	153228;	1741687348.000;	      0
20250311;	153232;	1741687352.000;	      0
20250311;	153236;	1741687356.000;	      0
20250311;	153240;	1741687360.000;	      0
20250311;	153244;	1741687364.000;	      0
20250311;	153248;	1741687368.000;	      0
20250311;	153252;	1741687372.000;	      0
20250311;	153256;	1741687376.000;	      0
20250311;	153300;	1741687380.000;	      0
20250311;	153304;	1741687384.000;	      0
20250311;	153308;	1741687388.000;	      0
20250311;	153312;	1741687392.000;	      0
20250311;	153316;	1741687396.000;	      0
20250311;	153320;	1741687400.000;	      0
20250311;	153324;	1741687404.000;	      0
20250311;	153328;	1741687408.000;	      0
20250311;	153332;	1741687412.000;	      0
20250311;	153336;	1741687416.000;	      0
20250311;	153340;	1741687420.000;	      0
20250311;	153344;	1741687424.000;	      0
20250311;	153348;	1741687428.000;	      0
20250311;	153352;	1741687432.000;	      0
20250311;	153356;	1741687436.000;	      0
20250311;	153400;	1741687440.000;	      0
20250311;	153404;	1741687444.000;	      0
20250311;	153408;	1741687448.000;	      0
20250311;	153412;	1741687452.000;	      0
20250311;	153416;	1741687456.000;	      0
20250311;	153420;	1741687460.000;	      0
20250311;	153424;	1741687464.000;	      0
20250311;	153428;	1741687468.000;	      0
20250311;	153432;	1741687472.000;	      0
20250311;	153436;	1741687476.000;	      0
20250311;	153440;	1741687480.000;	      0
20250311;	153444;	1741687484.000;	      0
20250311;	153448;	1741687488.000;	      0
20250311;	153452;	1741687492.000;	      0
20250311;	153456;	1741687496.000;	      0
20250311;	153500;	1741687500.000;	      0
20250311;	153504;	1741687504.000;	      0
20250311;	153508;	1741687508.000;	      0
20250311;	153512;	1741687512.000;	      0
20250311;	153516;	1741687516.000;	      0
20250311;	153520;	1741687520.000;	      0
20250311;	153524;	1741687524.000;	      0
20250311;	153528;	1741687528.000;	      0
20250311;	153532;	1741687532.000;	      0
20250311;	153536;	1741687536.000;	      0
20250311;	153540;	1741687540.000;	      0
20250311;	153544;	1741687544.000;	      0
20250311;	153548;	1741687548.000;	      0
20250311;	153552;	1741687552.000;	      0
20250311;	153556;	1741687556.000;	      0
20250311;	153600;	1741687560.000;	      0
20250311;	153604;	1741687564.000;	      0
20250311;	153608;	1741687568.000;	      0
20250311;	153612;	1741687572.000;	      0
20250311;	153616;	1741687576.000;	      0
20250311;	153620;	1741687580.000;	      0
20250311;	153624;	1741687584.000;	      0
20250311;	153628;	1741687588.000;	      0
20250311;	153632;	1741687592.000;	      0
20250311;	153636;	1741687596.000;	      0
20250311;	153640;	1741687600.000;	      0
20250311;	153644;	1741687604.000;	      0
20250311;	153648;	1741687608.000;	      0
20250311;	153652;	1741687612.000;	      0
20250311;	153656;	1741687616.000;	      0
20250311;	153700;	1741687620.000;	      0
20250311;	153704;	1741687624.000;	      0
20250311;	153708;	1741687628.000;	      0
20250311;	153712;	1741687632.000;	      0
20250311;	153716;	1741687636.000;	      0
20250311;	153720;	1741687640.000;	      0
20250311;	153724;	1741687644.000;	      0
20250311;	153728;	1741687648.000;	      0
20250311;	153732;	1741687652.000;	      0
20250311;	153736;	1741687656.000;	      0
20250311;	153740;	1741687660.000;	      0
20250311;	153744;	1741687664.000;	      0
20250311;	153748;	1741687668.000;	      0
20250311;	153752;	1741687672.000;	      0
20250311;	153756;	1741687676.000;	      0
20250311;	153800;	1741687680.000;	      0
20250311;	153804;	1741687684.000;	      0
20250311;	153808;	1741687688.000;	      0
20250311;	153812;	1741687692.000;	      0
20250311;	153816;	1741687696.000;	      0
20250311;	153820;	1741687700.000;	      0
20250311;	153824;	1741687704.000;	      0
20250311;	153828;	1741687708.000;	      0
20250311;	153832;	1741687712.000;	      0
20250311;	153836;	1741687716.000;	      0
20250311;	153840;	1741687720.000;	      0
20250311;	153844;	1741687724.000;	      0
20250311;	153848;	1741687728.000;	      0
20250311;	153852;	1741687732.000;	      0
20250311;	153856;	1741687736.000;	      0
20250311;	153900;	1741687740.000;	      0
20250311;	153904;	1741687744.000;	      0
20250311;	153908;	1741687748.000;	      0
20250311;	153912;	1741687752.000;	      0
20250311;	153916;	1741687756.000;	      0
20250311;	153920;	1741687760.000;	      0
20250311;	153924;	1741687764.000;	      0
20250311;	153928;	1741687768.000;	      0
20250311;	153932;	1741687772.000;	      0
20250311;	153936;	1741687776.000;	      0
20250311;	153940;	1741687780.000;	      0
20250311;	153944;	1741687784.000;	      0
20250311;	153948;	1741687788.000;	      0
20250311;	153952;	1741687792.000;	      0
20250311;	153956;	1741687796.000;	      0
20250311;	154000;	1741687800.000;	      0
20250311;	154004;	1741687804.000;	      0
20250311;	154008;	1741687808.000;	      0
20250311;	154012;	1741687812.000;	      0
20250311;	154016;	1741687816.000;	      0
20250311;	154020;	1741687820.000;	      0
20250311;	154024;	1741687824.000;	      0
20250311;	154028;	1741687828.000;	      0
20250311;	154032;	1741687832.000;	      0
20250311;	154036;	1741687836.000;	      0
20250311;	154040;	1741687840.000;	      0
20250311;	154044;	1741687844.000;	      0
20250311;	154048;	1741687848.000;	      0
20250311;	154052;	1741687852.000;	      0
20250311;	154056;	1741687856.000;	      0
20250311;	154100;	1741687860.000;	      0
20250311;	154104;	1741687864.000;	      0
20250311;	154108;	1741687868.000;	      0
20250311;	154112;	1741687872.000;	      0
20250311;	154116;	1741687876.000;	      0
20250311;	154120;	1741687880.000;	      0
20250311;	154124;	1741687884.000;	      0
20250311;	154128;	1741687888.000;	      0
20250311;	154132;	1741687892.000;	      0
20250311;	154136;	1741687896.000;	      0
20250311;	154140;	1741687900.000;	      0
20250311;	154144;	1741687904.000;	      0
20250311;	154148;	1741687908.000;	      0
20250311;	154152;	1741687912.000;	      0
20250311;	154156;	1741687916.000;	      0
20250311;	154200;	1741687920.000;	      0
20250311;	154204;	1741687924.000;	      0
20250311;	154208;	1741687928.000;	      0
20250311;	154212;	1741687932.000;	      0
20250311;	154216;	1741687936.000;	      0
20250311;	154220;	1741687940.000;	      0
20250311;	154224;	1741687944.000;	      0
20250311;	154228;	1741687948.000;	      0
20250311;	154232;	1741687952.000;	      0
20250311;	154236;	1741687956.000;	      0
20250311;	154240;	1741687960.000;	      0
20250311;	154244;	1741687964.000;	      0
20250311;	154248;	1741687968.000;	      0
20250311;	154252;	1741687972.000;	      0
20250311;	154256;	1741687976.000;	      0
20250311;	154300;	1741687980.000;	      0
20250311;	154304;	1741687984.000;	      0
20250311;	154308;	1741687988.000;	      0
20250311;	154312;	1741687992.000;	      0
20250311;	154316;	1741687996.000;	      0
20250311;	154320;	1741688000.000;	      0
20250311;	154324;	1741688004.000;	      0
20250311;	154328;	1741688008.000;	      0
20250311;	154332;	1741688012.000;	      0
20250311;	154336;	1741688016.000;	      0
20250311;	154340;	1741688020.000;	      0
20250311;	154344;	1741688024.000;	      0
20250311;	154348;	1741688028.000;	      0
