#ies_format_version: 1.0
#file: 20250313_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250313;	114912;	1741846752.000;	  err32
20250313;	114916;	1741846756.000;	  err32
20250313;	114920;	1741846760.000;	  err32
20250313;	114924;	1741846764.000;	  err32
20250313;	114928;	1741846768.000;	  err32
20250313;	114932;	1741846772.000;	  err32
20250313;	114936;	1741846776.000;	  err32
20250313;	114940;	1741846780.000;	  err32
20250313;	114944;	1741846784.000;	  err32
20250313;	114948;	1741846788.000;	  err32
20250313;	114952;	1741846792.000;	  err32
20250313;	114956;	1741846796.000;	  err32
20250313;	115000;	1741846800.000;	  err32
20250313;	115004;	1741846804.000;	  err32
20250313;	115008;	1741846808.000;	  err32
20250313;	115012;	1741846812.000;	  err32
20250313;	115016;	1741846816.000;	  err32
20250313;	115020;	1741846820.000;	  err32
20250313;	115024;	1741846824.000;	  err32
20250313;	115028;	1741846828.000;	  err32
20250313;	115032;	1741846832.000;	  err32
20250313;	115036;	1741846836.000;	  err32
20250313;	115040;	1741846840.000;	  err32
20250313;	115044;	1741846844.000;	  err32
20250313;	115048;	1741846848.000;	  err32
20250313;	115052;	1741846852.000;	  err32
20250313;	115056;	1741846856.000;	  err32
20250313;	115100;	1741846860.000;	  err32
20250313;	115104;	1741846864.000;	  err32
20250313;	115108;	1741846868.000;	  err32
20250313;	115112;	1741846872.000;	  err32
20250313;	115116;	1741846876.000;	  err32
20250313;	115120;	1741846880.000;	  err32
20250313;	115124;	1741846884.000;	  err32
20250313;	115128;	1741846888.000;	  err32
20250313;	115132;	1741846892.000;	  err32
20250313;	115136;	1741846896.000;	  err32
20250313;	115140;	1741846900.000;	  err32
20250313;	115144;	1741846904.000;	  err32
20250313;	115148;	1741846908.000;	  err32
20250313;	115152;	1741846912.000;	  err32
20250313;	115156;	1741846916.000;	  err32
20250313;	115200;	1741846920.000;	  err32
20250313;	115204;	1741846924.000;	  err32
20250313;	115208;	1741846928.000;	  err32
20250313;	115212;	1741846932.000;	  err32
20250313;	115216;	1741846936.000;	  err32
20250313;	115220;	1741846940.000;	  err32
20250313;	115224;	1741846944.000;	  err32
20250313;	115228;	1741846948.000;	  err32
20250313;	115232;	1741846952.000;	  err32
20250313;	115236;	1741846956.000;	  err32
20250313;	115240;	1741846960.000;	  err32
20250313;	115244;	1741846964.000;	  err32
20250313;	115248;	1741846968.000;	  err32
20250313;	115252;	1741846972.000;	  err32
20250313;	115256;	1741846976.000;	  err32
20250313;	115300;	1741846980.000;	  err32
20250313;	115304;	1741846984.000;	  err32
20250313;	115308;	1741846988.000;	  err32
20250313;	115312;	1741846992.000;	  err32
20250313;	115316;	1741846996.000;	  err32
20250313;	115320;	1741847000.000;	  err32
20250313;	115324;	1741847004.000;	  err32
20250313;	115328;	1741847008.000;	  err32
20250313;	115332;	1741847012.000;	  err32
20250313;	115336;	1741847016.000;	  err32
20250313;	115340;	1741847020.000;	  err32
20250313;	115344;	1741847024.000;	  err32
20250313;	115348;	1741847028.000;	  err32
20250313;	115352;	1741847032.000;	  err32
20250313;	115356;	1741847036.000;	  err32
20250313;	115400;	1741847040.000;	  err32
20250313;	115404;	1741847044.000;	  err32
20250313;	115408;	1741847048.000;	  err32
20250313;	115412;	1741847052.000;	  err32
20250313;	115416;	1741847056.000;	  err32
20250313;	115420;	1741847060.000;	  err32
20250313;	115424;	1741847064.000;	  err32
20250313;	115428;	1741847068.000;	  err32
20250313;	115432;	1741847072.000;	  err32
20250313;	115436;	1741847076.000;	  err32
20250313;	115440;	1741847080.000;	  err32
20250313;	115444;	1741847084.000;	  err32
20250313;	115448;	1741847088.000;	  err32
20250313;	115452;	1741847092.000;	  err32
20250313;	115456;	1741847096.000;	  err32
20250313;	115500;	1741847100.000;	  err32
20250313;	115504;	1741847104.000;	  err32
20250313;	115508;	1741847108.000;	  err32
20250313;	115512;	1741847112.000;	  err32
20250313;	115516;	1741847116.000;	  err32
20250313;	115520;	1741847120.000;	  err32
20250313;	115524;	1741847124.000;	  err32
20250313;	115528;	1741847128.000;	  err32
20250313;	115532;	1741847132.000;	  err32
20250313;	115536;	1741847136.000;	  err32
20250313;	115540;	1741847140.000;	  err32
20250313;	115544;	1741847144.000;	  err32
20250313;	115548;	1741847148.000;	  err32
20250313;	115552;	1741847152.000;	  err32
20250313;	115556;	1741847156.000;	  err32
20250313;	115600;	1741847160.000;	  err32
20250313;	115604;	1741847164.000;	  err32
20250313;	115608;	1741847168.000;	  err32
20250313;	115612;	1741847172.000;	  err32
20250313;	115616;	1741847176.000;	  err32
20250313;	115620;	1741847180.000;	  err32
20250313;	115624;	1741847184.000;	  err32
20250313;	115628;	1741847188.000;	  err32
20250313;	115632;	1741847192.000;	  err32
20250313;	115636;	1741847196.000;	  err32
20250313;	115640;	1741847200.000;	  err32
20250313;	115644;	1741847204.000;	  err32
20250313;	115648;	1741847208.000;	  err32
20250313;	115652;	1741847212.000;	  err32
20250313;	115656;	1741847216.000;	  err32
20250313;	115700;	1741847220.000;	  err32
20250313;	115704;	1741847224.000;	  err32
20250313;	115708;	1741847228.000;	  err32
20250313;	115712;	1741847232.000;	  err32
20250313;	115716;	1741847236.000;	  err32
20250313;	115720;	1741847240.000;	  err32
20250313;	115724;	1741847244.000;	  err32
20250313;	115728;	1741847248.000;	  err32
20250313;	115732;	1741847252.000;	  err32
20250313;	115736;	1741847256.000;	  err32
20250313;	115740;	1741847260.000;	  err32
20250313;	115744;	1741847264.000;	  err32
20250313;	115748;	1741847268.000;	  err32
20250313;	115752;	1741847272.000;	  err32
20250313;	115756;	1741847276.000;	  err32
20250313;	115800;	1741847280.000;	  err32
20250313;	115804;	1741847284.000;	  err32
20250313;	115808;	1741847288.000;	  err32
20250313;	115812;	1741847292.000;	  err32
20250313;	115816;	1741847296.000;	  err32
20250313;	115820;	1741847300.000;	  err32
20250313;	115824;	1741847304.000;	  err32
20250313;	115828;	1741847308.000;	  err32
20250313;	115832;	1741847312.000;	  err32
20250313;	115836;	1741847316.000;	  err32
20250313;	115840;	1741847320.000;	  err32
20250313;	115844;	1741847324.000;	  err32
20250313;	115848;	1741847328.000;	  err32
20250313;	115852;	1741847332.000;	  err32
20250313;	115856;	1741847336.000;	  err32
20250313;	115900;	1741847340.000;	  err32
20250313;	115904;	1741847344.000;	  err32
20250313;	115908;	1741847348.000;	  err32
20250313;	115912;	1741847352.000;	  err32
20250313;	115916;	1741847356.000;	  err32
20250313;	115920;	1741847360.000;	  err32
20250313;	115924;	1741847364.000;	  err32
20250313;	115928;	1741847368.000;	  err32
20250313;	115932;	1741847372.000;	  err32
20250313;	115936;	1741847376.000;	  err32
20250313;	115940;	1741847380.000;	  err32
20250313;	115944;	1741847384.000;	  err32
20250313;	115948;	1741847388.000;	  err32
20250313;	115952;	1741847392.000;	  err32
20250313;	115956;	1741847396.000;	  err32
20250313;	120000;	1741847400.000;	  err32
20250313;	120004;	1741847404.000;	  err32
20250313;	120008;	1741847408.000;	  err32
20250313;	120012;	1741847412.000;	  err32
20250313;	120016;	1741847416.000;	  err32
20250313;	120020;	1741847420.000;	  err32
20250313;	120024;	1741847424.000;	  err32
20250313;	120028;	1741847428.000;	  err32
20250313;	120032;	1741847432.000;	  err32
20250313;	120036;	1741847436.000;	  err32
20250313;	120040;	1741847440.000;	  err32
20250313;	120044;	1741847444.000;	  err32
20250313;	120048;	1741847448.000;	  err32
20250313;	120052;	1741847452.000;	  err32
20250313;	120056;	1741847456.000;	  err32
20250313;	120100;	1741847460.000;	  err32
20250313;	120104;	1741847464.000;	  err32
20250313;	120108;	1741847468.000;	  err32
20250313;	120112;	1741847472.000;	  err32
20250313;	120116;	1741847476.000;	  err32
20250313;	120120;	1741847480.000;	  err32
20250313;	120124;	1741847484.000;	  err32
20250313;	120128;	1741847488.000;	  err32
20250313;	120132;	1741847492.000;	  err32
20250313;	120136;	1741847496.000;	  err32
20250313;	120140;	1741847500.000;	  err32
20250313;	120144;	1741847504.000;	  err32
20250313;	120148;	1741847508.000;	  err32
20250313;	120152;	1741847512.000;	  err32
20250313;	120156;	1741847516.000;	  err32
20250313;	120200;	1741847520.000;	  err32
20250313;	120204;	1741847524.000;	  err32
20250313;	120208;	1741847528.000;	  err32
20250313;	120212;	1741847532.000;	  err32
20250313;	120216;	1741847536.000;	  err32
20250313;	120220;	1741847540.000;	  err32
20250313;	120224;	1741847544.000;	  err32
20250313;	120228;	1741847548.000;	  err32
20250313;	120232;	1741847552.000;	  err32
20250313;	120236;	1741847556.000;	  err32
20250313;	120240;	1741847560.000;	  err32
20250313;	120244;	1741847564.000;	  err32
20250313;	120248;	1741847568.000;	  err32
20250313;	120252;	1741847572.000;	  err32
20250313;	120256;	1741847576.000;	  err32
20250313;	120300;	1741847580.000;	  err32
20250313;	120304;	1741847584.000;	  err32
20250313;	120308;	1741847588.000;	  err32
20250313;	120312;	1741847592.000;	  err32
20250313;	120316;	1741847596.000;	  err32
20250313;	120320;	1741847600.000;	  err32
20250313;	120324;	1741847604.000;	  err32
20250313;	120328;	1741847608.000;	  err32
20250313;	120332;	1741847612.000;	  err32
20250313;	120336;	1741847616.000;	  err32
20250313;	120340;	1741847620.000;	  err32
20250313;	120344;	1741847624.000;	  err32
20250313;	120348;	1741847628.000;	  err32
20250313;	120352;	1741847632.000;	  err32
20250313;	120356;	1741847636.000;	  err32
20250313;	120400;	1741847640.000;	  err32
20250313;	120404;	1741847644.000;	  err32
20250313;	120408;	1741847648.000;	  err32
20250313;	120412;	1741847652.000;	  err32
20250313;	120416;	1741847656.000;	  err32
20250313;	120420;	1741847660.000;	  err32
20250313;	120424;	1741847664.000;	  err32
20250313;	120428;	1741847668.000;	  err32
20250313;	120432;	1741847672.000;	  err32
20250313;	120436;	1741847676.000;	  err32
20250313;	120440;	1741847680.000;	  err32
20250313;	120444;	1741847684.000;	  err32
20250313;	120448;	1741847688.000;	  err32
20250313;	120452;	1741847692.000;	  err32
20250313;	120456;	1741847696.000;	  err32
20250313;	120500;	1741847700.000;	  err32
20250313;	120504;	1741847704.000;	  err32
20250313;	120508;	1741847708.000;	  err32
20250313;	120512;	1741847712.000;	  err32
20250313;	120516;	1741847716.000;	  err32
20250313;	120520;	1741847720.000;	  err32
20250313;	120524;	1741847724.000;	  err32
20250313;	120528;	1741847728.000;	  err32
20250313;	120532;	1741847732.000;	  err32
20250313;	120536;	1741847736.000;	  err32
20250313;	120540;	1741847740.000;	  err32
20250313;	120544;	1741847744.000;	  err32
20250313;	120548;	1741847748.000;	  err32
20250313;	120552;	1741847752.000;	  err32
20250313;	120556;	1741847756.000;	  err32
20250313;	120600;	1741847760.000;	  err32
20250313;	120604;	1741847764.000;	  err32
20250313;	120608;	1741847768.000;	  err32
20250313;	120612;	1741847772.000;	  err32
20250313;	120616;	1741847776.000;	  err32
20250313;	120620;	1741847780.000;	  err32
20250313;	120624;	1741847784.000;	  err32
20250313;	120628;	1741847788.000;	  err32
20250313;	120632;	1741847792.000;	  err32
20250313;	120636;	1741847796.000;	  err32
20250313;	120640;	1741847800.000;	  err32
20250313;	120644;	1741847804.000;	  err32
20250313;	120648;	1741847808.000;	  err32
20250313;	120652;	1741847812.000;	  err32
20250313;	120656;	1741847816.000;	  err32
20250313;	120700;	1741847820.000;	  err32
20250313;	120704;	1741847824.000;	  err32
20250313;	120708;	1741847828.000;	  err32
20250313;	120712;	1741847832.000;	  err32
20250313;	120716;	1741847836.000;	  err32
20250313;	120720;	1741847840.000;	  err32
20250313;	120724;	1741847844.000;	  err32
20250313;	120728;	1741847848.000;	  err32
20250313;	120732;	1741847852.000;	  err32
20250313;	120736;	1741847856.000;	  err32
20250313;	120740;	1741847860.000;	  err32
20250313;	120744;	1741847864.000;	  err32
20250313;	120748;	1741847868.000;	  err32
20250313;	120752;	1741847872.000;	  err32
20250313;	120756;	1741847876.000;	  err32
20250313;	120800;	1741847880.000;	  err32
20250313;	120804;	1741847884.000;	  err32
20250313;	120808;	1741847888.000;	  err32
20250313;	120812;	1741847892.000;	  err32
20250313;	120816;	1741847896.000;	  err32
20250313;	120820;	1741847900.000;	  err32
20250313;	120824;	1741847904.000;	  err32
20250313;	120828;	1741847908.000;	  err32
20250313;	120832;	1741847912.000;	  err32
20250313;	120836;	1741847916.000;	  err32
20250313;	120840;	1741847920.000;	  err32
20250313;	120844;	1741847924.000;	  err32
20250313;	120848;	1741847928.000;	  err32
20250313;	120852;	1741847932.000;	  err32
20250313;	120856;	1741847936.000;	  err32
20250313;	120900;	1741847940.000;	  err32
20250313;	120904;	1741847944.000;	  err32
20250313;	120908;	1741847948.000;	  err32
20250313;	120912;	1741847952.000;	  err32
20250313;	120916;	1741847956.000;	  err32
20250313;	120920;	1741847960.000;	  err32
20250313;	120924;	1741847964.000;	  err32
20250313;	120928;	1741847968.000;	  err32
20250313;	120932;	1741847972.000;	  err32
20250313;	120936;	1741847976.000;	  err32
20250313;	120940;	1741847980.000;	  err32
20250313;	120944;	1741847984.000;	  err32
20250313;	120948;	1741847988.000;	  err32
20250313;	120952;	1741847992.000;	  err32
20250313;	120956;	1741847996.000;	  err32
20250313;	121000;	1741848000.000;	  err32
20250313;	121004;	1741848004.000;	  err32
20250313;	121008;	1741848008.000;	  err32
20250313;	121012;	1741848012.000;	  err32
20250313;	121016;	1741848016.000;	  err32
20250313;	121020;	1741848020.000;	  err32
20250313;	121024;	1741848024.000;	  err32
20250313;	121028;	1741848028.000;	  err32
20250313;	121032;	1741848032.000;	  err32
20250313;	121036;	1741848036.000;	  err32
20250313;	121040;	1741848040.000;	  err32
20250313;	121044;	1741848044.000;	  err32
20250313;	121048;	1741848048.000;	  err32
20250313;	121052;	1741848052.000;	  err32
20250313;	121056;	1741848056.000;	  err32
20250313;	121100;	1741848060.000;	  err32
20250313;	121104;	1741848064.000;	  err32
20250313;	121108;	1741848068.000;	  err32
20250313;	121112;	1741848072.000;	  err32
20250313;	121116;	1741848076.000;	  err32
20250313;	121120;	1741848080.000;	  err32
20250313;	121124;	1741848084.000;	  err32
20250313;	121128;	1741848088.000;	  err32
20250313;	121132;	1741848092.000;	  err32
20250313;	121136;	1741848096.000;	  err32
20250313;	121140;	1741848100.000;	  err32
20250313;	121144;	1741848104.000;	  err32
20250313;	121148;	1741848108.000;	  err32
20250313;	121152;	1741848112.000;	  err32
20250313;	121156;	1741848116.000;	  err32
20250313;	121200;	1741848120.000;	  err32
20250313;	121204;	1741848124.000;	  err32
20250313;	121208;	1741848128.000;	  err32
20250313;	121212;	1741848132.000;	  err32
20250313;	121216;	1741848136.000;	  err32
20250313;	121220;	1741848140.000;	  err32
20250313;	121224;	1741848144.000;	  err32
20250313;	121228;	1741848148.000;	  err32
20250313;	121232;	1741848152.000;	  err32
20250313;	121236;	1741848156.000;	  err32
20250313;	121240;	1741848160.000;	  err32
20250313;	121244;	1741848164.000;	  err32
20250313;	121248;	1741848168.000;	  err32
20250313;	121252;	1741848172.000;	  err32
20250313;	121256;	1741848176.000;	  err32
20250313;	121300;	1741848180.000;	  err32
20250313;	121304;	1741848184.000;	  err32
20250313;	121308;	1741848188.000;	  err32
20250313;	121312;	1741848192.000;	  err32
20250313;	121316;	1741848196.000;	  err32
20250313;	121320;	1741848200.000;	  err32
20250313;	121324;	1741848204.000;	  err32
20250313;	121328;	1741848208.000;	  err32
20250313;	121332;	1741848212.000;	  err32
20250313;	121336;	1741848216.000;	  err32
20250313;	121340;	1741848220.000;	  err32
20250313;	121344;	1741848224.000;	  err32
20250313;	121348;	1741848228.000;	  err32
20250313;	121352;	1741848232.000;	  err32
20250313;	121356;	1741848236.000;	  err32
20250313;	121400;	1741848240.000;	  err32
20250313;	121404;	1741848244.000;	  err32
20250313;	121408;	1741848248.000;	  err32
20250313;	121412;	1741848252.000;	  err32
20250313;	121416;	1741848256.000;	  err32
20250313;	121420;	1741848260.000;	  err32
20250313;	121424;	1741848264.000;	  err32
20250313;	121428;	1741848268.000;	  err32
20250313;	121432;	1741848272.000;	  err32
20250313;	121436;	1741848276.000;	  err32
20250313;	121440;	1741848280.000;	  err32
20250313;	121444;	1741848284.000;	  err32
20250313;	121448;	1741848288.000;	  err32
20250313;	121452;	1741848292.000;	  err32
20250313;	121456;	1741848296.000;	  err32
20250313;	121500;	1741848300.000;	  err32
20250313;	121504;	1741848304.000;	  err32
20250313;	121508;	1741848308.000;	  err32
20250313;	121512;	1741848312.000;	  err32
20250313;	121516;	1741848316.000;	  err32
20250313;	121520;	1741848320.000;	  err32
20250313;	121524;	1741848324.000;	  err32
20250313;	121528;	1741848328.000;	  err32
20250313;	121532;	1741848332.000;	  err32
20250313;	121536;	1741848336.000;	  err32
20250313;	121540;	1741848340.000;	  err32
20250313;	121544;	1741848344.000;	  err32
20250313;	121548;	1741848348.000;	  err32
20250313;	121552;	1741848352.000;	  err32
20250313;	121556;	1741848356.000;	  err32
20250313;	121600;	1741848360.000;	  err32
20250313;	121604;	1741848364.000;	  err32
20250313;	121608;	1741848368.000;	  err32
20250313;	121612;	1741848372.000;	  err32
20250313;	121616;	1741848376.000;	  err32
20250313;	121620;	1741848380.000;	  err32
20250313;	121624;	1741848384.000;	  err32
20250313;	121628;	1741848388.000;	  err32
20250313;	121632;	1741848392.000;	  err32
20250313;	121636;	1741848396.000;	  err32
20250313;	121640;	1741848400.000;	  err32
20250313;	121644;	1741848404.000;	  err32
20250313;	121648;	1741848408.000;	  err32
20250313;	121652;	1741848412.000;	  err32
20250313;	121656;	1741848416.000;	  err32
20250313;	121700;	1741848420.000;	  err32
20250313;	121704;	1741848424.000;	  err32
20250313;	121708;	1741848428.000;	  err32
20250313;	121712;	1741848432.000;	  err32
20250313;	121716;	1741848436.000;	  err32
20250313;	121720;	1741848440.000;	  err32
20250313;	121724;	1741848444.000;	  err32
20250313;	121728;	1741848448.000;	  err32
20250313;	121732;	1741848452.000;	  err32
20250313;	121736;	1741848456.000;	  err32
20250313;	121740;	1741848460.000;	  err32
20250313;	121744;	1741848464.000;	  err32
20250313;	121748;	1741848468.000;	  err32
20250313;	121752;	1741848472.000;	  err32
20250313;	121756;	1741848476.000;	  err32
20250313;	121800;	1741848480.000;	  err32
20250313;	121804;	1741848484.000;	  err32
20250313;	121808;	1741848488.000;	  err32
20250313;	121812;	1741848492.000;	  err32
20250313;	121816;	1741848496.000;	  err32
20250313;	121820;	1741848500.000;	  err32
20250313;	121824;	1741848504.000;	  err32
20250313;	121828;	1741848508.000;	  err32
20250313;	121832;	1741848512.000;	  err32
20250313;	121836;	1741848516.000;	  err32
20250313;	121840;	1741848520.000;	  err32
20250313;	121844;	1741848524.000;	  err32
20250313;	121848;	1741848528.000;	  err32
20250313;	121852;	1741848532.000;	  err32
20250313;	121856;	1741848536.000;	  err32
20250313;	121900;	1741848540.000;	  err32
20250313;	121904;	1741848544.000;	  err32
20250313;	121908;	1741848548.000;	  err32
20250313;	121912;	1741848552.000;	  err32
20250313;	121916;	1741848556.000;	  err32
20250313;	121920;	1741848560.000;	  err32
20250313;	121924;	1741848564.000;	  err32
20250313;	121928;	1741848568.000;	  err32
20250313;	121932;	1741848572.000;	  err32
20250313;	121936;	1741848576.000;	  err32
20250313;	121940;	1741848580.000;	  err32
20250313;	121944;	1741848584.000;	  err32
20250313;	121948;	1741848588.000;	  err32
20250313;	121952;	1741848592.000;	  err32
20250313;	121956;	1741848596.000;	  err32
20250313;	122000;	1741848600.000;	  err32
20250313;	122004;	1741848604.000;	  err32
20250313;	122008;	1741848608.000;	  err32
20250313;	122012;	1741848612.000;	  err32
20250313;	122016;	1741848616.000;	  err32
20250313;	122020;	1741848620.000;	  err32
20250313;	122024;	1741848624.000;	  err32
20250313;	122028;	1741848628.000;	  err32
20250313;	122032;	1741848632.000;	  err32
20250313;	122036;	1741848636.000;	  err32
20250313;	122040;	1741848640.000;	  err32
20250313;	122044;	1741848644.000;	  err32
20250313;	122048;	1741848648.000;	  err32
20250313;	122052;	1741848652.000;	  err32
20250313;	122056;	1741848656.000;	  err32
20250313;	122100;	1741848660.000;	  err32
20250313;	122104;	1741848664.000;	  err32
20250313;	122108;	1741848668.000;	  err32
20250313;	122112;	1741848672.000;	  err32
20250313;	122116;	1741848676.000;	  err32
20250313;	122120;	1741848680.000;	  err32
20250313;	122124;	1741848684.000;	  err32
20250313;	122128;	1741848688.000;	  err32
20250313;	122132;	1741848692.000;	  err32
20250313;	122136;	1741848696.000;	  err32
20250313;	122140;	1741848700.000;	  err32
20250313;	122144;	1741848704.000;	  err32
20250313;	122148;	1741848708.000;	  err32
20250313;	122152;	1741848712.000;	  err32
20250313;	122156;	1741848716.000;	  err32
20250313;	122200;	1741848720.000;	  err32
20250313;	122204;	1741848724.000;	  err32
20250313;	122208;	1741848728.000;	  err32
20250313;	122212;	1741848732.000;	  err32
20250313;	122216;	1741848736.000;	  err32
20250313;	122220;	1741848740.000;	  err32
20250313;	122224;	1741848744.000;	  err32
20250313;	122228;	1741848748.000;	  err32
20250313;	122232;	1741848752.000;	  err32
20250313;	122236;	1741848756.000;	  err32
20250313;	122240;	1741848760.000;	  err32
20250313;	122244;	1741848764.000;	  err32
20250313;	122248;	1741848768.000;	  err32
20250313;	122252;	1741848772.000;	  err32
20250313;	122256;	1741848776.000;	  err32
20250313;	122300;	1741848780.000;	  err32
20250313;	122304;	1741848784.000;	  err32
20250313;	122308;	1741848788.000;	  err32
20250313;	122312;	1741848792.000;	  err32
20250313;	122316;	1741848796.000;	  err32
20250313;	122320;	1741848800.000;	  err32
20250313;	122324;	1741848804.000;	  err32
20250313;	122328;	1741848808.000;	  err32
20250313;	122332;	1741848812.000;	  err32
20250313;	122336;	1741848816.000;	  err32
20250313;	122340;	1741848820.000;	  err32
20250313;	122344;	1741848824.000;	  err32
20250313;	122348;	1741848828.000;	  err32
20250313;	122352;	1741848832.000;	  err32
20250313;	122356;	1741848836.000;	  err32
20250313;	122400;	1741848840.000;	  err32
20250313;	122404;	1741848844.000;	  err32
20250313;	122408;	1741848848.000;	  err32
20250313;	122412;	1741848852.000;	  err32
20250313;	122416;	1741848856.000;	  err32
20250313;	122420;	1741848860.000;	  err32
20250313;	122424;	1741848864.000;	  err32
20250313;	122428;	1741848868.000;	  err32
20250313;	122432;	1741848872.000;	  err32
20250313;	122436;	1741848876.000;	  err32
20250313;	122440;	1741848880.000;	  err32
20250313;	122444;	1741848884.000;	  err32
20250313;	122448;	1741848888.000;	  err32
20250313;	122452;	1741848892.000;	  err32
20250313;	122456;	1741848896.000;	  err32
20250313;	122500;	1741848900.000;	  err32
20250313;	122504;	1741848904.000;	  err32
20250313;	122508;	1741848908.000;	  err32
20250313;	122512;	1741848912.000;	  err32
20250313;	122516;	1741848916.000;	  err32
20250313;	122520;	1741848920.000;	  err32
20250313;	122524;	1741848924.000;	  err32
20250313;	122528;	1741848928.000;	  err32
20250313;	122532;	1741848932.000;	  err32
20250313;	122536;	1741848936.000;	  err32
20250313;	122540;	1741848940.000;	  err32
20250313;	122544;	1741848944.000;	  err32
20250313;	122548;	1741848948.000;	  err32
20250313;	122552;	1741848952.000;	  err32
20250313;	122556;	1741848956.000;	  err32
20250313;	122600;	1741848960.000;	  err32
20250313;	122604;	1741848964.000;	  err32
20250313;	122608;	1741848968.000;	  err32
20250313;	122612;	1741848972.000;	  err32
20250313;	122616;	1741848976.000;	  err32
20250313;	122620;	1741848980.000;	  err32
20250313;	122624;	1741848984.000;	  err32
20250313;	122628;	1741848988.000;	  err32
20250313;	122632;	1741848992.000;	  err32
20250313;	122636;	1741848996.000;	  err32
20250313;	122640;	1741849000.000;	  err32
20250313;	122644;	1741849004.000;	  err32
20250313;	122648;	1741849008.000;	  err32
20250313;	122652;	1741849012.000;	  err32
20250313;	122656;	1741849016.000;	  err32
20250313;	122700;	1741849020.000;	  err32
20250313;	122704;	1741849024.000;	  err32
20250313;	122708;	1741849028.000;	  err32
20250313;	122712;	1741849032.000;	  err32
20250313;	122716;	1741849036.000;	  err32
20250313;	122720;	1741849040.000;	  err32
20250313;	122724;	1741849044.000;	  err32
20250313;	122728;	1741849048.000;	  err32
20250313;	122732;	1741849052.000;	  err32
20250313;	122736;	1741849056.000;	  err32
20250313;	122740;	1741849060.000;	  err32
20250313;	122744;	1741849064.000;	  err32
20250313;	122748;	1741849068.000;	  err32
20250313;	122752;	1741849072.000;	  err32
20250313;	122756;	1741849076.000;	  err32
20250313;	122800;	1741849080.000;	  err32
20250313;	122804;	1741849084.000;	  err32
20250313;	122808;	1741849088.000;	  err32
20250313;	122812;	1741849092.000;	  err32
20250313;	122816;	1741849096.000;	  err32
20250313;	122820;	1741849100.000;	  err32
20250313;	122824;	1741849104.000;	  err32
20250313;	122828;	1741849108.000;	  err32
20250313;	122832;	1741849112.000;	  err32
20250313;	122836;	1741849116.000;	  err32
20250313;	122840;	1741849120.000;	  err32
20250313;	122844;	1741849124.000;	  err32
20250313;	122848;	1741849128.000;	  err32
20250313;	122852;	1741849132.000;	  err32
20250313;	122856;	1741849136.000;	  err32
20250313;	122900;	1741849140.000;	  err32
20250313;	122904;	1741849144.000;	  err32
20250313;	122908;	1741849148.000;	  err32
20250313;	122912;	1741849152.000;	  err32
20250313;	122916;	1741849156.000;	  err32
20250313;	122920;	1741849160.000;	  err32
20250313;	122924;	1741849164.000;	  err32
20250313;	122928;	1741849168.000;	  err32
20250313;	122932;	1741849172.000;	  err32
20250313;	122936;	1741849176.000;	  err32
20250313;	122940;	1741849180.000;	  err32
20250313;	122944;	1741849184.000;	  err32
20250313;	122948;	1741849188.000;	  err32
20250313;	122952;	1741849192.000;	  err32
20250313;	122956;	1741849196.000;	  err32
20250313;	123000;	1741849200.000;	  err32
20250313;	123004;	1741849204.000;	  err32
20250313;	123008;	1741849208.000;	  err32
20250313;	123012;	1741849212.000;	  err32
20250313;	123016;	1741849216.000;	  err32
20250313;	123020;	1741849220.000;	  err32
20250313;	123024;	1741849224.000;	  err32
20250313;	123028;	1741849228.000;	  err32
20250313;	123032;	1741849232.000;	  err32
20250313;	123036;	1741849236.000;	  err32
20250313;	123040;	1741849240.000;	  err32
20250313;	123044;	1741849244.000;	  err32
20250313;	123048;	1741849248.000;	  err32
20250313;	123052;	1741849252.000;	  err32
20250313;	123056;	1741849256.000;	  err32
20250313;	123100;	1741849260.000;	  err32
20250313;	123104;	1741849264.000;	  err32
20250313;	123108;	1741849268.000;	  err32
20250313;	123112;	1741849272.000;	  err32
20250313;	123116;	1741849276.000;	  err32
20250313;	123120;	1741849280.000;	  err32
20250313;	123124;	1741849284.000;	  err32
20250313;	123128;	1741849288.000;	  err32
20250313;	123132;	1741849292.000;	  err32
20250313;	123136;	1741849296.000;	  err32
20250313;	123140;	1741849300.000;	  err32
20250313;	123144;	1741849304.000;	  err32
20250313;	123148;	1741849308.000;	  err32
20250313;	123152;	1741849312.000;	  err32
20250313;	123156;	1741849316.000;	  err32
20250313;	123200;	1741849320.000;	  err32
20250313;	123204;	1741849324.000;	  err32
20250313;	123208;	1741849328.000;	  err32
20250313;	123212;	1741849332.000;	  err32
20250313;	123216;	1741849336.000;	  err32
20250313;	123220;	1741849340.000;	  err32
20250313;	123224;	1741849344.000;	  err32
20250313;	123228;	1741849348.000;	  err32
20250313;	123232;	1741849352.000;	  err32
