#ies_format_version: 1.0
#file: 20250313_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250313;	111256;	1741844576.000;	  err32
20250313;	111300;	1741844580.000;	  err32
20250313;	111304;	1741844584.000;	  err32
20250313;	111308;	1741844588.000;	  err32
20250313;	111312;	1741844592.000;	  err32
20250313;	111316;	1741844596.000;	  err32
20250313;	111320;	1741844600.000;	  err32
20250313;	111324;	1741844604.000;	  err32
20250313;	111328;	1741844608.000;	  err32
20250313;	111332;	1741844612.000;	  err32
20250313;	111336;	1741844616.000;	  err32
20250313;	111340;	1741844620.000;	  err32
20250313;	111344;	1741844624.000;	  err32
20250313;	111348;	1741844628.000;	  err32
20250313;	111352;	1741844632.000;	  err32
20250313;	111356;	1741844636.000;	  err32
20250313;	111400;	1741844640.000;	  err32
20250313;	111404;	1741844644.000;	  err32
20250313;	111408;	1741844648.000;	  err32
20250313;	111412;	1741844652.000;	  err32
20250313;	111416;	1741844656.000;	  err32
20250313;	111420;	1741844660.000;	  err32
20250313;	111424;	1741844664.000;	  err32
20250313;	111428;	1741844668.000;	  err32
20250313;	111432;	1741844672.000;	  err32
20250313;	111436;	1741844676.000;	  err32
20250313;	111440;	1741844680.000;	  err32
20250313;	111444;	1741844684.000;	  err32
20250313;	111448;	1741844688.000;	  err32
20250313;	111452;	1741844692.000;	  err32
20250313;	111456;	1741844696.000;	  err32
20250313;	111500;	1741844700.000;	  err32
20250313;	111504;	1741844704.000;	  err32
20250313;	111508;	1741844708.000;	  err32
20250313;	111512;	1741844712.000;	  err32
20250313;	111516;	1741844716.000;	  err32
20250313;	111520;	1741844720.000;	  err32
20250313;	111524;	1741844724.000;	  err32
20250313;	111528;	1741844728.000;	  err32
20250313;	111532;	1741844732.000;	  err32
20250313;	111536;	1741844736.000;	  err32
20250313;	111540;	1741844740.000;	  err32
20250313;	111544;	1741844744.000;	  err32
20250313;	111548;	1741844748.000;	  err32
20250313;	111552;	1741844752.000;	  err32
20250313;	111556;	1741844756.000;	  err32
20250313;	111600;	1741844760.000;	  err32
20250313;	111604;	1741844764.000;	  err32
20250313;	111608;	1741844768.000;	  err32
20250313;	111612;	1741844772.000;	  err32
20250313;	111616;	1741844776.000;	  err32
20250313;	111620;	1741844780.000;	  err32
20250313;	111624;	1741844784.000;	  err32
20250313;	111628;	1741844788.000;	  err32
20250313;	111632;	1741844792.000;	  err32
20250313;	111636;	1741844796.000;	  err32
20250313;	111640;	1741844800.000;	  err32
20250313;	111644;	1741844804.000;	  err32
20250313;	111648;	1741844808.000;	  err32
20250313;	111652;	1741844812.000;	  err32
20250313;	111656;	1741844816.000;	  err32
20250313;	111700;	1741844820.000;	  err32
20250313;	111704;	1741844824.000;	  err32
20250313;	111708;	1741844828.000;	  err32
20250313;	111712;	1741844832.000;	  err32
20250313;	111716;	1741844836.000;	  err32
20250313;	111720;	1741844840.000;	  err32
20250313;	111724;	1741844844.000;	  err32
20250313;	111728;	1741844848.000;	  err32
20250313;	111732;	1741844852.000;	  err32
20250313;	111736;	1741844856.000;	  err32
20250313;	111740;	1741844860.000;	  err32
20250313;	111744;	1741844864.000;	  err32
20250313;	111748;	1741844868.000;	  err32
20250313;	111752;	1741844872.000;	  err32
20250313;	111756;	1741844876.000;	  err32
20250313;	111800;	1741844880.000;	  err32
20250313;	111804;	1741844884.000;	  err32
20250313;	111808;	1741844888.000;	  err32
20250313;	111812;	1741844892.000;	  err32
20250313;	111816;	1741844896.000;	  err32
20250313;	111820;	1741844900.000;	  err32
20250313;	111824;	1741844904.000;	  err32
20250313;	111828;	1741844908.000;	  err32
20250313;	111832;	1741844912.000;	  err32
20250313;	111836;	1741844916.000;	  err32
20250313;	111840;	1741844920.000;	  err32
20250313;	111844;	1741844924.000;	  err32
20250313;	111848;	1741844928.000;	  err32
20250313;	111852;	1741844932.000;	  err32
20250313;	111856;	1741844936.000;	  err32
20250313;	111900;	1741844940.000;	  err32
20250313;	111904;	1741844944.000;	  err32
20250313;	111908;	1741844948.000;	  err32
20250313;	111912;	1741844952.000;	  err32
20250313;	111916;	1741844956.000;	  err32
20250313;	111920;	1741844960.000;	  err32
20250313;	111924;	1741844964.000;	  err32
20250313;	111928;	1741844968.000;	  err32
20250313;	111932;	1741844972.000;	  err32
20250313;	111936;	1741844976.000;	  err32
20250313;	111940;	1741844980.000;	  err32
20250313;	111944;	1741844984.000;	  err32
20250313;	111948;	1741844988.000;	  err32
20250313;	111952;	1741844992.000;	  err32
20250313;	111956;	1741844996.000;	  err32
20250313;	112000;	1741845000.000;	  err32
20250313;	112004;	1741845004.000;	  err32
20250313;	112008;	1741845008.000;	  err32
20250313;	112012;	1741845012.000;	  err32
20250313;	112016;	1741845016.000;	  err32
20250313;	112020;	1741845020.000;	  err32
20250313;	112024;	1741845024.000;	  err32
20250313;	112028;	1741845028.000;	  err32
20250313;	112032;	1741845032.000;	  err32
20250313;	112036;	1741845036.000;	  err32
20250313;	112040;	1741845040.000;	  err32
20250313;	112044;	1741845044.000;	  err32
20250313;	112048;	1741845048.000;	  err32
20250313;	112052;	1741845052.000;	  err32
20250313;	112056;	1741845056.000;	  err32
20250313;	112100;	1741845060.000;	  err32
20250313;	112104;	1741845064.000;	  err32
20250313;	112108;	1741845068.000;	  err32
20250313;	112112;	1741845072.000;	   err9
20250313;	112116;	1741845076.000;	  err17
20250313;	112120;	1741845080.000;	  err32
20250313;	112124;	1741845084.000;	  err32
20250313;	112128;	1741845088.000;	  err32
20250313;	112132;	1741845092.000;	  err32
20250313;	112136;	1741845096.000;	  err32
20250313;	112140;	1741845100.000;	  err32
20250313;	112144;	1741845104.000;	  err32
20250313;	112148;	1741845108.000;	  err32
20250313;	112152;	1741845112.000;	  err32
20250313;	112156;	1741845116.000;	  err32
20250313;	112200;	1741845120.000;	  err32
20250313;	112204;	1741845124.000;	  err32
20250313;	112208;	1741845128.000;	  err32
20250313;	112212;	1741845132.000;	  err32
20250313;	112216;	1741845136.000;	  err32
20250313;	112220;	1741845140.000;	  err32
20250313;	112224;	1741845144.000;	  err32
20250313;	112228;	1741845148.000;	  err32
20250313;	112232;	1741845152.000;	  err32
20250313;	112236;	1741845156.000;	  err32
20250313;	112240;	1741845160.000;	  err32
20250313;	112244;	1741845164.000;	  err32
20250313;	112248;	1741845168.000;	  err32
20250313;	112252;	1741845172.000;	  err32
20250313;	112256;	1741845176.000;	  err32
20250313;	112300;	1741845180.000;	  err32
20250313;	112304;	1741845184.000;	  err32
20250313;	112308;	1741845188.000;	  err32
20250313;	112312;	1741845192.000;	  err32
20250313;	112316;	1741845196.000;	  err32
20250313;	112320;	1741845200.000;	  err32
20250313;	112324;	1741845204.000;	  err32
20250313;	112328;	1741845208.000;	  err32
20250313;	112332;	1741845212.000;	  err32
20250313;	112336;	1741845216.000;	  err32
20250313;	112340;	1741845220.000;	  err32
20250313;	112344;	1741845224.000;	  err32
20250313;	112348;	1741845228.000;	  err32
20250313;	112352;	1741845232.000;	  err32
20250313;	112356;	1741845236.000;	  err32
20250313;	112400;	1741845240.000;	  err32
20250313;	112404;	1741845244.000;	  err32
20250313;	112408;	1741845248.000;	  err32
20250313;	112412;	1741845252.000;	  err32
20250313;	112416;	1741845256.000;	  err32
20250313;	112420;	1741845260.000;	  err32
20250313;	112424;	1741845264.000;	  err32
20250313;	112428;	1741845268.000;	  err32
20250313;	112432;	1741845272.000;	  err32
20250313;	112436;	1741845276.000;	  err32
20250313;	112440;	1741845280.000;	  err32
20250313;	112444;	1741845284.000;	  err32
20250313;	112448;	1741845288.000;	  err32
20250313;	112452;	1741845292.000;	  err32
20250313;	112456;	1741845296.000;	  err32
20250313;	112500;	1741845300.000;	  err32
20250313;	112504;	1741845304.000;	  err32
20250313;	112508;	1741845308.000;	  err32
20250313;	112512;	1741845312.000;	  err32
20250313;	112516;	1741845316.000;	  err32
20250313;	112520;	1741845320.000;	  err32
20250313;	112524;	1741845324.000;	  err32
20250313;	112528;	1741845328.000;	  err32
20250313;	112532;	1741845332.000;	  err32
20250313;	112536;	1741845336.000;	  err32
20250313;	112540;	1741845340.000;	  err32
20250313;	112544;	1741845344.000;	  err32
20250313;	112548;	1741845348.000;	  err32
20250313;	112552;	1741845352.000;	  err32
20250313;	112556;	1741845356.000;	  err32
20250313;	112600;	1741845360.000;	  err32
20250313;	112604;	1741845364.000;	  err32
20250313;	112608;	1741845368.000;	  err32
20250313;	112612;	1741845372.000;	  err32
20250313;	112616;	1741845376.000;	  err32
20250313;	112620;	1741845380.000;	  err32
20250313;	112624;	1741845384.000;	  err32
20250313;	112628;	1741845388.000;	  err32
20250313;	112632;	1741845392.000;	  err32
20250313;	112636;	1741845396.000;	  err32
20250313;	112640;	1741845400.000;	  err32
20250313;	112644;	1741845404.000;	  err32
20250313;	112648;	1741845408.000;	  err32
20250313;	112652;	1741845412.000;	  err32
20250313;	112656;	1741845416.000;	  err32
20250313;	112700;	1741845420.000;	  err32
20250313;	112704;	1741845424.000;	  err32
20250313;	112708;	1741845428.000;	  err32
20250313;	112712;	1741845432.000;	  err32
20250313;	112716;	1741845436.000;	  err32
20250313;	112720;	1741845440.000;	  err32
20250313;	112724;	1741845444.000;	  err32
20250313;	112728;	1741845448.000;	  err32
20250313;	112732;	1741845452.000;	  err32
20250313;	112736;	1741845456.000;	  err32
20250313;	112740;	1741845460.000;	  err32
20250313;	112744;	1741845464.000;	  err32
20250313;	112748;	1741845468.000;	  err32
20250313;	112752;	1741845472.000;	  err32
20250313;	112756;	1741845476.000;	  err32
20250313;	112800;	1741845480.000;	  err32
20250313;	112804;	1741845484.000;	  err32
20250313;	112808;	1741845488.000;	  err32
20250313;	112812;	1741845492.000;	  err32
20250313;	112816;	1741845496.000;	  err32
20250313;	112820;	1741845500.000;	  err32
20250313;	112824;	1741845504.000;	  err32
20250313;	112828;	1741845508.000;	  err32
20250313;	112832;	1741845512.000;	  err32
20250313;	112836;	1741845516.000;	  err32
20250313;	112840;	1741845520.000;	  err32
20250313;	112844;	1741845524.000;	  err32
20250313;	112848;	1741845528.000;	  err32
20250313;	112852;	1741845532.000;	  err32
20250313;	112856;	1741845536.000;	  err32
20250313;	112900;	1741845540.000;	  err32
20250313;	112904;	1741845544.000;	  err32
20250313;	112908;	1741845548.000;	  err32
20250313;	112912;	1741845552.000;	  err32
20250313;	112916;	1741845556.000;	  err32
20250313;	112920;	1741845560.000;	  err32
20250313;	112924;	1741845564.000;	  err32
20250313;	112928;	1741845568.000;	  err32
20250313;	112932;	1741845572.000;	  err32
20250313;	112936;	1741845576.000;	  err32
20250313;	112940;	1741845580.000;	  err32
20250313;	112944;	1741845584.000;	  err32
20250313;	112948;	1741845588.000;	  err32
20250313;	112952;	1741845592.000;	  err32
20250313;	112956;	1741845596.000;	  err32
20250313;	113000;	1741845600.000;	  err32
20250313;	113004;	1741845604.000;	  err32
20250313;	113008;	1741845608.000;	  err32
20250313;	113012;	1741845612.000;	  err32
20250313;	113016;	1741845616.000;	  err32
20250313;	113020;	1741845620.000;	  err32
20250313;	113024;	1741845624.000;	  err32
20250313;	113028;	1741845628.000;	  err32
20250313;	113032;	1741845632.000;	  err32
20250313;	113036;	1741845636.000;	  err32
20250313;	113040;	1741845640.000;	  err32
20250313;	113044;	1741845644.000;	  err32
20250313;	113048;	1741845648.000;	  err32
20250313;	113052;	1741845652.000;	  err32
20250313;	113056;	1741845656.000;	  err32
20250313;	113100;	1741845660.000;	  err32
20250313;	113104;	1741845664.000;	  err32
20250313;	113108;	1741845668.000;	  err32
20250313;	113112;	1741845672.000;	  err32
20250313;	113116;	1741845676.000;	  err32
20250313;	113120;	1741845680.000;	  err32
20250313;	113124;	1741845684.000;	  err32
20250313;	113128;	1741845688.000;	  err32
20250313;	113132;	1741845692.000;	  err32
20250313;	113136;	1741845696.000;	  err32
20250313;	113140;	1741845700.000;	  err32
20250313;	113144;	1741845704.000;	  err32
20250313;	113148;	1741845708.000;	  err32
20250313;	113152;	1741845712.000;	  err32
20250313;	113156;	1741845716.000;	  err32
20250313;	113200;	1741845720.000;	  err32
20250313;	113204;	1741845724.000;	  err32
20250313;	113208;	1741845728.000;	  err32
20250313;	113212;	1741845732.000;	  err32
20250313;	113216;	1741845736.000;	  err32
20250313;	113220;	1741845740.000;	  err32
20250313;	113224;	1741845744.000;	  err32
20250313;	113228;	1741845748.000;	  err32
20250313;	113232;	1741845752.000;	  err32
20250313;	113236;	1741845756.000;	  err32
20250313;	113240;	1741845760.000;	  err32
20250313;	113244;	1741845764.000;	  err32
20250313;	113248;	1741845768.000;	  err32
20250313;	113252;	1741845772.000;	  err32
20250313;	113256;	1741845776.000;	  err32
20250313;	113300;	1741845780.000;	  err32
20250313;	113304;	1741845784.000;	  err32
20250313;	113308;	1741845788.000;	  err32
20250313;	113312;	1741845792.000;	  err32
20250313;	113316;	1741845796.000;	  err32
20250313;	113320;	1741845800.000;	  err32
20250313;	113324;	1741845804.000;	  err32
20250313;	113328;	1741845808.000;	  err32
20250313;	113332;	1741845812.000;	  err32
20250313;	113336;	1741845816.000;	  err32
20250313;	113340;	1741845820.000;	  err32
20250313;	113344;	1741845824.000;	  err32
20250313;	113348;	1741845828.000;	  err32
20250313;	113352;	1741845832.000;	  err32
20250313;	113356;	1741845836.000;	  err32
20250313;	113400;	1741845840.000;	  err32
20250313;	113404;	1741845844.000;	  err32
20250313;	113408;	1741845848.000;	  err32
20250313;	113412;	1741845852.000;	  err32
20250313;	113416;	1741845856.000;	  err32
20250313;	113420;	1741845860.000;	  err32
20250313;	113424;	1741845864.000;	  err32
20250313;	113428;	1741845868.000;	  err32
20250313;	113432;	1741845872.000;	  err32
20250313;	113436;	1741845876.000;	  err32
20250313;	113440;	1741845880.000;	  err32
20250313;	113444;	1741845884.000;	  err32
20250313;	113448;	1741845888.000;	  err32
20250313;	113452;	1741845892.000;	  err32
20250313;	113456;	1741845896.000;	  err32
20250313;	113500;	1741845900.000;	  err32
20250313;	113504;	1741845904.000;	  err32
20250313;	113508;	1741845908.000;	  err32
20250313;	113512;	1741845912.000;	  err32
20250313;	113516;	1741845916.000;	  err32
20250313;	113520;	1741845920.000;	  err32
20250313;	113524;	1741845924.000;	  err32
20250313;	113528;	1741845928.000;	  err32
20250313;	113532;	1741845932.000;	  err32
20250313;	113536;	1741845936.000;	  err32
20250313;	113540;	1741845940.000;	  err32
20250313;	113544;	1741845944.000;	  err32
20250313;	113548;	1741845948.000;	  err32
20250313;	113552;	1741845952.000;	  err32
20250313;	113556;	1741845956.000;	  err32
20250313;	113600;	1741845960.000;	  err32
20250313;	113604;	1741845964.000;	  err32
20250313;	113608;	1741845968.000;	  err32
20250313;	113612;	1741845972.000;	  err32
20250313;	113616;	1741845976.000;	  err32
20250313;	113620;	1741845980.000;	  err32
20250313;	113624;	1741845984.000;	  err32
20250313;	113628;	1741845988.000;	  err32
20250313;	113632;	1741845992.000;	  err32
20250313;	113636;	1741845996.000;	  err32
20250313;	113640;	1741846000.000;	  err32
20250313;	113644;	1741846004.000;	  err32
20250313;	113648;	1741846008.000;	  err32
20250313;	113652;	1741846012.000;	  err32
20250313;	113656;	1741846016.000;	  err32
20250313;	113700;	1741846020.000;	  err32
20250313;	113704;	1741846024.000;	  err32
20250313;	113708;	1741846028.000;	  err32
20250313;	113712;	1741846032.000;	  err32
20250313;	113716;	1741846036.000;	  err32
20250313;	113720;	1741846040.000;	  err32
20250313;	113724;	1741846044.000;	  err32
20250313;	113728;	1741846048.000;	  err32
20250313;	113732;	1741846052.000;	  err32
20250313;	113736;	1741846056.000;	  err32
20250313;	113740;	1741846060.000;	  err32
20250313;	113744;	1741846064.000;	  err32
20250313;	113748;	1741846068.000;	  err32
20250313;	113752;	1741846072.000;	  err32
20250313;	113756;	1741846076.000;	  err32
20250313;	113800;	1741846080.000;	  err32
20250313;	113804;	1741846084.000;	  err32
20250313;	113808;	1741846088.000;	  err32
20250313;	113812;	1741846092.000;	  err32
20250313;	113816;	1741846096.000;	  err32
20250313;	113820;	1741846100.000;	  err32
20250313;	113824;	1741846104.000;	  err32
20250313;	113828;	1741846108.000;	  err32
20250313;	113832;	1741846112.000;	  err32
20250313;	113836;	1741846116.000;	  err32
20250313;	113840;	1741846120.000;	  err32
20250313;	113844;	1741846124.000;	  err32
20250313;	113848;	1741846128.000;	  err32
20250313;	113852;	1741846132.000;	  err32
20250313;	113856;	1741846136.000;	  err32
20250313;	113900;	1741846140.000;	  err32
20250313;	113904;	1741846144.000;	  err32
20250313;	113908;	1741846148.000;	  err32
20250313;	113912;	1741846152.000;	  err32
20250313;	113916;	1741846156.000;	  err32
20250313;	113920;	1741846160.000;	  err32
20250313;	113924;	1741846164.000;	  err32
20250313;	113928;	1741846168.000;	  err32
20250313;	113932;	1741846172.000;	  err32
20250313;	113936;	1741846176.000;	  err32
20250313;	113940;	1741846180.000;	  err32
20250313;	113944;	1741846184.000;	  err32
20250313;	113948;	1741846188.000;	  err32
20250313;	113952;	1741846192.000;	  err32
20250313;	113956;	1741846196.000;	  err32
20250313;	114000;	1741846200.000;	  err32
20250313;	114004;	1741846204.000;	  err32
20250313;	114008;	1741846208.000;	  err32
20250313;	114012;	1741846212.000;	  err32
20250313;	114016;	1741846216.000;	  err32
20250313;	114020;	1741846220.000;	  err32
20250313;	114024;	1741846224.000;	  err32
20250313;	114028;	1741846228.000;	  err32
20250313;	114032;	1741846232.000;	  err32
20250313;	114036;	1741846236.000;	  err32
20250313;	114040;	1741846240.000;	  err32
20250313;	114044;	1741846244.000;	  err32
20250313;	114048;	1741846248.000;	  err32
20250313;	114052;	1741846252.000;	  err32
20250313;	114056;	1741846256.000;	  err32
20250313;	114100;	1741846260.000;	  err32
20250313;	114104;	1741846264.000;	  err32
20250313;	114108;	1741846268.000;	  err32
20250313;	114112;	1741846272.000;	  err32
20250313;	114116;	1741846276.000;	  err32
20250313;	114120;	1741846280.000;	  err32
20250313;	114124;	1741846284.000;	  err32
20250313;	114128;	1741846288.000;	  err32
20250313;	114132;	1741846292.000;	  err32
20250313;	114136;	1741846296.000;	  err32
20250313;	114140;	1741846300.000;	  err32
20250313;	114144;	1741846304.000;	  err32
20250313;	114148;	1741846308.000;	  err32
20250313;	114152;	1741846312.000;	  err32
20250313;	114156;	1741846316.000;	  err32
20250313;	114200;	1741846320.000;	  err32
20250313;	114204;	1741846324.000;	  err32
20250313;	114208;	1741846328.000;	  err32
20250313;	114212;	1741846332.000;	  err32
20250313;	114216;	1741846336.000;	  err32
20250313;	114220;	1741846340.000;	  err32
20250313;	114224;	1741846344.000;	  err32
20250313;	114228;	1741846348.000;	  err32
20250313;	114232;	1741846352.000;	  err32
20250313;	114236;	1741846356.000;	  err32
20250313;	114240;	1741846360.000;	  err32
20250313;	114244;	1741846364.000;	  err32
20250313;	114248;	1741846368.000;	  err32
20250313;	114252;	1741846372.000;	  err32
20250313;	114256;	1741846376.000;	  err32
20250313;	114300;	1741846380.000;	  err32
20250313;	114304;	1741846384.000;	  err32
20250313;	114308;	1741846388.000;	  err32
20250313;	114312;	1741846392.000;	  err32
20250313;	114316;	1741846396.000;	  err32
20250313;	114320;	1741846400.000;	  err32
20250313;	114324;	1741846404.000;	  err32
20250313;	114328;	1741846408.000;	  err32
20250313;	114332;	1741846412.000;	  err32
20250313;	114336;	1741846416.000;	  err32
20250313;	114340;	1741846420.000;	  err32
20250313;	114344;	1741846424.000;	  err32
20250313;	114348;	1741846428.000;	  err32
20250313;	114352;	1741846432.000;	  err32
20250313;	114356;	1741846436.000;	  err32
20250313;	114400;	1741846440.000;	  err32
20250313;	114404;	1741846444.000;	  err32
20250313;	114408;	1741846448.000;	  err32
20250313;	114412;	1741846452.000;	  err32
20250313;	114416;	1741846456.000;	  err32
20250313;	114420;	1741846460.000;	  err32
20250313;	114424;	1741846464.000;	  err32
20250313;	114428;	1741846468.000;	  err32
20250313;	114432;	1741846472.000;	  err32
20250313;	114436;	1741846476.000;	  err32
20250313;	114440;	1741846480.000;	  err32
20250313;	114444;	1741846484.000;	  err32
20250313;	114448;	1741846488.000;	  err32
20250313;	114452;	1741846492.000;	  err32
20250313;	114456;	1741846496.000;	  err32
20250313;	114500;	1741846500.000;	  err32
20250313;	114504;	1741846504.000;	  err32
20250313;	114508;	1741846508.000;	  err32
20250313;	114512;	1741846512.000;	  err32
20250313;	114516;	1741846516.000;	  err32
20250313;	114520;	1741846520.000;	  err32
20250313;	114524;	1741846524.000;	  err32
20250313;	114528;	1741846528.000;	  err32
20250313;	114532;	1741846532.000;	  err32
20250313;	114536;	1741846536.000;	  err32
20250313;	114540;	1741846540.000;	  err32
20250313;	114544;	1741846544.000;	  err32
20250313;	114548;	1741846548.000;	  err32
20250313;	114552;	1741846552.000;	  err32
20250313;	114556;	1741846556.000;	  err32
20250313;	114600;	1741846560.000;	  err32
20250313;	114604;	1741846564.000;	  err32
20250313;	114608;	1741846568.000;	  err32
20250313;	114612;	1741846572.000;	  err32
20250313;	114616;	1741846576.000;	  err32
20250313;	114620;	1741846580.000;	  err32
20250313;	114624;	1741846584.000;	  err32
20250313;	114628;	1741846588.000;	  err32
20250313;	114632;	1741846592.000;	  err32
20250313;	114636;	1741846596.000;	  err32
20250313;	114640;	1741846600.000;	  err32
20250313;	114644;	1741846604.000;	  err32
20250313;	114648;	1741846608.000;	  err32
20250313;	114652;	1741846612.000;	  err32
20250313;	114656;	1741846616.000;	  err32
20250313;	114700;	1741846620.000;	  err32
20250313;	114704;	1741846624.000;	  err32
20250313;	114708;	1741846628.000;	  err32
20250313;	114712;	1741846632.000;	  err32
20250313;	114716;	1741846636.000;	  err32
20250313;	114720;	1741846640.000;	  err32
20250313;	114724;	1741846644.000;	  err32
20250313;	114728;	1741846648.000;	  err32
20250313;	114732;	1741846652.000;	  err32
20250313;	114736;	1741846656.000;	  err32
20250313;	114740;	1741846660.000;	  err32
20250313;	114744;	1741846664.000;	  err32
20250313;	114748;	1741846668.000;	  err32
20250313;	114752;	1741846672.000;	  err32
20250313;	114756;	1741846676.000;	  err32
20250313;	114800;	1741846680.000;	  err32
20250313;	114804;	1741846684.000;	  err32
20250313;	114808;	1741846688.000;	  err32
20250313;	114812;	1741846692.000;	  err32
20250313;	114816;	1741846696.000;	  err32
20250313;	114820;	1741846700.000;	  err32
20250313;	114824;	1741846704.000;	  err32
20250313;	114828;	1741846708.000;	  err32
20250313;	114832;	1741846712.000;	  err32
20250313;	114836;	1741846716.000;	  err32
20250313;	114840;	1741846720.000;	  err32
20250313;	114844;	1741846724.000;	  err32
20250313;	114848;	1741846728.000;	  err32
20250313;	114852;	1741846732.000;	  err32
20250313;	114856;	1741846736.000;	  err32
20250313;	114900;	1741846740.000;	  err32
20250313;	114904;	1741846744.000;	  err32
20250313;	114908;	1741846748.000;	  err32
