#ies_format_version: 1.0
#file: 20250317_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250317;	111100;	1742190060.000;	   1242
20250317;	111104;	1742190064.000;	   1243
20250317;	111108;	1742190068.000;	   1244
20250317;	111112;	1742190072.000;	   1245
20250317;	111116;	1742190076.000;	   1246
20250317;	111120;	1742190080.000;	   1246
20250317;	111124;	1742190084.000;	   1247
20250317;	111128;	1742190088.000;	   1248
20250317;	111132;	1742190092.000;	   1249
20250317;	111136;	1742190096.000;	   1250
20250317;	111140;	1742190100.000;	   1250
20250317;	111144;	1742190104.000;	   1251
20250317;	111148;	1742190108.000;	   1252
20250317;	111152;	1742190112.000;	   1253
20250317;	111156;	1742190116.000;	   1254
20250317;	111200;	1742190120.000;	   1254
20250317;	111204;	1742190124.000;	   1255
20250317;	111208;	1742190128.000;	   1256
20250317;	111212;	1742190132.000;	   1257
20250317;	111216;	1742190136.000;	   1258
20250317;	111220;	1742190140.000;	   1258
20250317;	111224;	1742190144.000;	   1259
20250317;	111228;	1742190148.000;	   1260
20250317;	111232;	1742190152.000;	   1261
20250317;	111236;	1742190156.000;	   1262
20250317;	111240;	1742190160.000;	   1262
20250317;	111244;	1742190164.000;	   1263
20250317;	111248;	1742190168.000;	   1264
20250317;	111252;	1742190172.000;	   1265
20250317;	111256;	1742190176.000;	   1266
20250317;	111300;	1742190180.000;	   1266
20250317;	111304;	1742190184.000;	   1267
20250317;	111308;	1742190188.000;	   1268
20250317;	111312;	1742190192.000;	   1269
20250317;	111316;	1742190196.000;	   1270
20250317;	111320;	1742190200.000;	   1270
20250317;	111324;	1742190204.000;	   1271
20250317;	111328;	1742190208.000;	   1272
20250317;	111332;	1742190212.000;	   1273
20250317;	111336;	1742190216.000;	   1274
20250317;	111340;	1742190220.000;	   1274
20250317;	111344;	1742190224.000;	   1275
20250317;	111348;	1742190228.000;	   1276
20250317;	111352;	1742190232.000;	   1277
20250317;	111356;	1742190236.000;	   1278
20250317;	111400;	1742190240.000;	   1278
20250317;	111404;	1742190244.000;	   1279
20250317;	111408;	1742190248.000;	   1280
20250317;	111412;	1742190252.000;	   1281
20250317;	111416;	1742190256.000;	   1282
20250317;	111420;	1742190260.000;	   1282
20250317;	111424;	1742190264.000;	   1283
20250317;	111428;	1742190268.000;	   1284
20250317;	111432;	1742190272.000;	   1285
20250317;	111436;	1742190276.000;	   1286
20250317;	111440;	1742190280.000;	   1286
20250317;	111444;	1742190284.000;	   1287
20250317;	111448;	1742190288.000;	   1288
20250317;	111452;	1742190292.000;	   1289
20250317;	111456;	1742190296.000;	   1290
20250317;	111500;	1742190300.000;	   1290
20250317;	111504;	1742190304.000;	   1291
20250317;	111508;	1742190308.000;	   1292
20250317;	111512;	1742190312.000;	   1293
20250317;	111516;	1742190316.000;	   1294
20250317;	111520;	1742190320.000;	   1294
20250317;	111524;	1742190324.000;	   1295
20250317;	111528;	1742190328.000;	   1296
20250317;	111532;	1742190332.000;	   1297
20250317;	111536;	1742190336.000;	   1298
20250317;	111540;	1742190340.000;	   1298
20250317;	111544;	1742190344.000;	   1299
20250317;	111548;	1742190348.000;	   1300
