#ies_format_version: 1.0
#file: 20250310_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	register1
20250310;	153924;	1741601364.000;	      0
20250310;	153928;	1741601368.000;	      0
20250310;	153932;	1741601372.000;	      0
20250310;	153936;	1741601376.000;	      0
20250310;	153940;	1741601380.000;	      0
20250310;	153944;	1741601384.000;	      0
20250310;	153948;	1741601388.000;	      0
20250310;	153952;	1741601392.000;	      0
20250310;	153956;	1741601396.000;	      0
20250310;	154000;	1741601400.000;	      0
20250310;	154004;	1741601404.000;	      0
20250310;	154008;	1741601408.000;	      0
20250310;	154012;	1741601412.000;	      0
20250310;	154016;	1741601416.000;	      0
20250310;	154020;	1741601420.000;	      0
20250310;	154024;	1741601424.000;	      0
20250310;	154028;	1741601428.000;	      0
20250310;	154032;	1741601432.000;	      0
20250310;	154036;	1741601436.000;	      0
20250310;	154040;	1741601440.000;	      0
20250310;	154044;	1741601444.000;	      0
20250310;	154048;	1741601448.000;	      0
20250310;	154052;	1741601452.000;	      0
20250310;	154056;	1741601456.000;	      0
20250310;	154100;	1741601460.000;	      0
20250310;	154104;	1741601464.000;	      0
20250310;	154108;	1741601468.000;	      0
20250310;	154112;	1741601472.000;	      0
20250310;	154116;	1741601476.000;	      0
20250310;	154120;	1741601480.000;	      0
20250310;	154124;	1741601484.000;	      0
20250310;	154128;	1741601488.000;	      0
20250310;	154132;	1741601492.000;	      0
20250310;	154136;	1741601496.000;	      0
20250310;	154140;	1741601500.000;	      0
20250310;	154144;	1741601504.000;	      0
20250310;	154148;	1741601508.000;	      0
20250310;	154152;	1741601512.000;	      0
20250310;	154156;	1741601516.000;	      0
20250310;	154200;	1741601520.000;	      0
20250310;	154204;	1741601524.000;	      0
20250310;	154208;	1741601528.000;	      0
20250310;	154212;	1741601532.000;	      0
20250310;	154216;	1741601536.000;	      0
20250310;	154220;	1741601540.000;	      0
20250310;	154224;	1741601544.000;	      0
20250310;	154228;	1741601548.000;	      0
20250310;	154232;	1741601552.000;	      0
20250310;	154236;	1741601556.000;	      0
20250310;	154240;	1741601560.000;	      0
20250310;	154244;	1741601564.000;	      0
20250310;	154248;	1741601568.000;	      0
20250310;	154252;	1741601572.000;	      0
20250310;	154256;	1741601576.000;	      0
20250310;	154300;	1741601580.000;	      0
20250310;	154304;	1741601584.000;	      0
20250310;	154308;	1741601588.000;	      0
20250310;	154312;	1741601592.000;	      0
20250310;	154316;	1741601596.000;	      0
20250310;	154320;	1741601600.000;	      0
20250310;	154324;	1741601604.000;	      0
20250310;	154328;	1741601608.000;	      0
20250310;	154332;	1741601612.000;	      0
20250310;	154336;	1741601616.000;	      0
20250310;	154340;	1741601620.000;	      0
20250310;	154344;	1741601624.000;	      0
20250310;	154348;	1741601628.000;	      0
20250310;	154352;	1741601632.000;	      0
20250310;	154356;	1741601636.000;	      0
20250310;	154400;	1741601640.000;	      0
20250310;	154404;	1741601644.000;	      0
20250310;	154408;	1741601648.000;	      0
20250310;	154412;	1741601652.000;	      0
20250310;	154416;	1741601656.000;	      0
20250310;	154420;	1741601660.000;	      0
20250310;	154424;	1741601664.000;	      0
20250310;	154428;	1741601668.000;	      0
20250310;	154432;	1741601672.000;	      0
20250310;	154436;	1741601676.000;	      0
20250310;	154440;	1741601680.000;	      0
20250310;	154444;	1741601684.000;	      0
20250310;	154448;	1741601688.000;	      0
20250310;	154452;	1741601692.000;	      0
20250310;	154456;	1741601696.000;	      0
20250310;	154500;	1741601700.000;	      0
20250310;	154504;	1741601704.000;	      0
20250310;	154508;	1741601708.000;	      0
20250310;	154512;	1741601712.000;	      0
20250310;	154516;	1741601716.000;	      0
20250310;	154520;	1741601720.000;	      0
20250310;	154524;	1741601724.000;	      0
20250310;	154528;	1741601728.000;	      0
20250310;	154532;	1741601732.000;	      0
20250310;	154536;	1741601736.000;	      0
20250310;	154540;	1741601740.000;	      0
20250310;	154544;	1741601744.000;	      0
20250310;	154548;	1741601748.000;	      0
20250310;	154552;	1741601752.000;	      0
20250310;	154556;	1741601756.000;	      0
20250310;	154600;	1741601760.000;	      0
20250310;	154604;	1741601764.000;	      0
20250310;	154608;	1741601768.000;	      0
20250310;	154612;	1741601772.000;	      0
20250310;	154616;	1741601776.000;	      0
20250310;	154620;	1741601780.000;	      0
20250310;	154624;	1741601784.000;	      0
20250310;	154628;	1741601788.000;	      0
20250310;	154632;	1741601792.000;	      0
20250310;	154636;	1741601796.000;	      0
20250310;	154640;	1741601800.000;	      0
20250310;	154644;	1741601804.000;	      0
20250310;	154648;	1741601808.000;	      0
20250310;	154652;	1741601812.000;	      0
20250310;	154656;	1741601816.000;	      0
20250310;	154700;	1741601820.000;	      0
20250310;	154704;	1741601824.000;	      0
20250310;	154708;	1741601828.000;	      0
20250310;	154712;	1741601832.000;	      0
20250310;	154716;	1741601836.000;	      0
20250310;	154720;	1741601840.000;	      0
20250310;	154724;	1741601844.000;	      0
20250310;	154728;	1741601848.000;	      0
20250310;	154732;	1741601852.000;	      0
20250310;	154736;	1741601856.000;	      0
20250310;	154740;	1741601860.000;	      0
20250310;	154744;	1741601864.000;	      0
20250310;	154748;	1741601868.000;	      0
20250310;	154752;	1741601872.000;	      0
20250310;	154756;	1741601876.000;	      0
20250310;	154800;	1741601880.000;	      0
20250310;	154804;	1741601884.000;	      0
20250310;	154808;	1741601888.000;	      0
20250310;	154812;	1741601892.000;	      0
20250310;	154816;	1741601896.000;	      0
20250310;	154820;	1741601900.000;	      0
20250310;	154824;	1741601904.000;	      0
20250310;	154828;	1741601908.000;	      0
20250310;	154832;	1741601912.000;	      0
20250310;	154836;	1741601916.000;	      0
20250310;	154840;	1741601920.000;	      0
20250310;	154844;	1741601924.000;	      0
20250310;	154844;	1741601924.000;	      0
20250310;	154848;	1741601928.000;	      0
20250310;	154848;	1741601928.000;	      0
20250310;	154852;	1741601932.000;	      0
20250310;	154852;	1741601932.000;	      0
20250310;	154856;	1741601936.000;	      0
20250310;	154856;	1741601936.000;	      0
20250310;	154900;	1741601940.000;	      0
20250310;	154900;	1741601940.000;	      0
20250310;	154904;	1741601944.000;	      0
20250310;	154904;	1741601944.000;	      0
20250310;	154908;	1741601948.000;	      0
20250310;	154908;	1741601948.000;	      0
20250310;	154912;	1741601952.000;	      0
20250310;	154912;	1741601952.000;	      0
20250310;	154916;	1741601956.000;	      0
20250310;	154916;	1741601956.000;	      0
20250310;	154920;	1741601960.000;	      0
20250310;	154920;	1741601960.000;	      0
20250310;	154924;	1741601964.000;	      0
20250310;	154924;	1741601964.000;	      0
20250310;	154928;	1741601968.000;	      0
20250310;	154928;	1741601968.000;	      0
20250310;	154932;	1741601972.000;	      0
20250310;	154932;	1741601972.000;	      0
20250310;	154936;	1741601976.000;	      0
20250310;	154936;	1741601976.000;	      0
20250310;	154940;	1741601980.000;	      0
20250310;	154940;	1741601980.000;	      0
20250310;	154944;	1741601984.000;	      0
20250310;	154944;	1741601984.000;	      0
20250310;	154948;	1741601988.000;	      0
20250310;	154948;	1741601988.000;	      0
20250310;	154952;	1741601992.000;	      0
20250310;	154952;	1741601992.000;	      0
20250310;	154956;	1741601996.000;	      0
20250310;	154956;	1741601996.000;	      0
20250310;	155000;	1741602000.000;	      0
20250310;	155000;	1741602000.000;	      0
20250310;	155004;	1741602004.000;	      0
20250310;	155004;	1741602004.000;	      0
20250310;	155008;	1741602008.000;	      0
20250310;	155008;	1741602008.000;	      0
20250310;	155012;	1741602012.000;	      0
20250310;	155012;	1741602012.000;	      0
20250310;	155016;	1741602016.000;	      0
20250310;	155020;	1741602020.000;	      0
20250310;	155024;	1741602024.000;	      0
20250310;	155028;	1741602028.000;	      0
20250310;	155028;	1741602028.000;	  err11
20250310;	155032;	1741602032.000;	      0
20250310;	155032;	1741602032.000;	      0
20250310;	155036;	1741602036.000;	      0
20250310;	155036;	1741602036.000;	      0
20250310;	155040;	1741602040.000;	      0
20250310;	155040;	1741602040.000;	      0
20250310;	155044;	1741602044.000;	      0
20250310;	155044;	1741602044.000;	      0
20250310;	155048;	1741602048.000;	      0
20250310;	155048;	1741602048.000;	      0
20250310;	155052;	1741602052.000;	      0
20250310;	155052;	1741602052.000;	      0
20250310;	155056;	1741602056.000;	      0
20250310;	155056;	1741602056.000;	      0
20250310;	155100;	1741602060.000;	      0
20250310;	155100;	1741602060.000;	      0
20250310;	155104;	1741602064.000;	      0
20250310;	155104;	1741602064.000;	      0
20250310;	155108;	1741602068.000;	      0
20250310;	155108;	1741602068.000;	      0
20250310;	155112;	1741602072.000;	      0
20250310;	155112;	1741602072.000;	      0
20250310;	155116;	1741602076.000;	      0
20250310;	155116;	1741602076.000;	      0
20250310;	155120;	1741602080.000;	      0
20250310;	155120;	1741602080.000;	      0
20250310;	155124;	1741602084.000;	      0
20250310;	155124;	1741602084.000;	      0
20250310;	155128;	1741602088.000;	   err9
20250310;	155128;	1741602088.000;	   err9
20250310;	155132;	1741602092.000;	   err9
20250310;	155132;	1741602092.000;	   err9
20250310;	155136;	1741602096.000;	   err9
20250310;	155136;	1741602096.000;	   err9
20250310;	155140;	1741602100.000;	   err9
20250310;	155140;	1741602100.000;	   err9
20250310;	155144;	1741602104.000;	   err9
20250310;	155144;	1741602104.000;	   err9
20250310;	155148;	1741602108.000;	   err9
20250310;	155148;	1741602108.000;	   err9
20250310;	155152;	1741602112.000;	   err9
20250310;	155152;	1741602112.000;	   err9
20250310;	155156;	1741602116.000;	   err9
20250310;	155156;	1741602116.000;	   err9
20250310;	155200;	1741602120.000;	   err9
20250310;	155200;	1741602120.000;	   err9
20250310;	155204;	1741602124.000;	   err9
20250310;	155204;	1741602124.000;	   err9
20250310;	155208;	1741602128.000;	   err9
20250310;	155208;	1741602128.000;	   err9
20250310;	155212;	1741602132.000;	   err9
20250310;	155212;	1741602132.000;	   err9
20250310;	155216;	1741602136.000;	   err9
20250310;	155216;	1741602136.000;	   err9
20250310;	155220;	1741602140.000;	   err9
20250310;	155220;	1741602140.000;	   err9
20250310;	155224;	1741602144.000;	   err9
20250310;	155224;	1741602144.000;	   err9
20250310;	155228;	1741602148.000;	      0
20250310;	155228;	1741602148.000;	      0
20250310;	155232;	1741602152.000;	      0
20250310;	155232;	1741602152.000;	      0
20250310;	155236;	1741602156.000;	      0
20250310;	155236;	1741602156.000;	      0
20250310;	155240;	1741602160.000;	      0
20250310;	155240;	1741602160.000;	      0
20250310;	155244;	1741602164.000;	      0
20250310;	155244;	1741602164.000;	      0
20250310;	155248;	1741602168.000;	      0
20250310;	155248;	1741602168.000;	      0
20250310;	155252;	1741602172.000;	      0
20250310;	155252;	1741602172.000;	      0
20250310;	155256;	1741602176.000;	      0
20250310;	155256;	1741602176.000;	      0
20250310;	155300;	1741602180.000;	      0
20250310;	155300;	1741602180.000;	      0
20250310;	155304;	1741602184.000;	      0
20250310;	155304;	1741602184.000;	      0
20250310;	155308;	1741602188.000;	      0
20250310;	155308;	1741602188.000;	      0
20250310;	155312;	1741602192.000;	      0
20250310;	155312;	1741602192.000;	      0
20250310;	155316;	1741602196.000;	      0
20250310;	155316;	1741602196.000;	      0
20250310;	155320;	1741602200.000;	      0
20250310;	155320;	1741602200.000;	      0
20250310;	155324;	1741602204.000;	      0
20250310;	155324;	1741602204.000;	      0
20250310;	155328;	1741602208.000;	      0
20250310;	155328;	1741602208.000;	      0
20250310;	155332;	1741602212.000;	      0
20250310;	155332;	1741602212.000;	      0
20250310;	155336;	1741602216.000;	      0
20250310;	155336;	1741602216.000;	      0
20250310;	155340;	1741602220.000;	      0
20250310;	155340;	1741602220.000;	      0
20250310;	155344;	1741602224.000;	  err32
20250310;	155348;	1741602228.000;	  err32
20250310;	155352;	1741602232.000;	  err32
20250310;	155356;	1741602236.000;	  err32
20250310;	155400;	1741602240.000;	  err32
20250310;	155404;	1741602244.000;	  err32
20250310;	155408;	1741602248.000;	  err32
20250310;	155412;	1741602252.000;	  err32
20250310;	155416;	1741602256.000;	  err32
20250310;	155420;	1741602260.000;	  err32
20250310;	155424;	1741602264.000;	  err32
20250310;	155428;	1741602268.000;	  err32
20250310;	155432;	1741602272.000;	  err32
20250310;	155436;	1741602276.000;	  err32
20250310;	155440;	1741602280.000;	  err32
20250310;	155444;	1741602284.000;	  err32
20250310;	155448;	1741602288.000;	  err32
20250310;	155452;	1741602292.000;	  err32
20250310;	155456;	1741602296.000;	  err32
20250310;	155500;	1741602300.000;	  err32
20250310;	155504;	1741602304.000;	  err32
20250310;	155508;	1741602308.000;	  err32
20250310;	155512;	1741602312.000;	  err32
20250310;	155516;	1741602316.000;	  err32
20250310;	155520;	1741602320.000;	  err32
20250310;	155524;	1741602324.000;	  err32
20250310;	155528;	1741602328.000;	  err32
20250310;	155532;	1741602332.000;	  err32
20250310;	155536;	1741602336.000;	  err32
20250310;	155540;	1741602340.000;	  err32
20250310;	155544;	1741602344.000;	  err32
20250310;	155548;	1741602348.000;	  err32
20250310;	155552;	1741602352.000;	  err32
20250310;	155556;	1741602356.000;	  err32
20250310;	155600;	1741602360.000;	  err32
20250310;	155604;	1741602364.000;	  err32
20250310;	155608;	1741602368.000;	  err32
20250310;	155612;	1741602372.000;	  err32
20250310;	155616;	1741602376.000;	  err32
20250310;	155620;	1741602380.000;	  err32
20250310;	155624;	1741602384.000;	  err32
20250310;	155628;	1741602388.000;	  err32
20250310;	155632;	1741602392.000;	  err32
20250310;	155636;	1741602396.000;	  err32
20250310;	155640;	1741602400.000;	  err32
20250310;	155644;	1741602404.000;	  err32
20250310;	155648;	1741602408.000;	  err32
20250310;	155652;	1741602412.000;	  err32
20250310;	155656;	1741602416.000;	  err32
20250310;	155700;	1741602420.000;	  err32
20250310;	155704;	1741602424.000;	  err32
20250310;	155708;	1741602428.000;	  err32
20250310;	155712;	1741602432.000;	  err32
20250310;	155716;	1741602436.000;	  err32
20250310;	155720;	1741602440.000;	  err32
20250310;	155724;	1741602444.000;	  err32
20250310;	155728;	1741602448.000;	  err32
20250310;	155732;	1741602452.000;	  err32
20250310;	155736;	1741602456.000;	  err32
20250310;	155740;	1741602460.000;	  err32
20250310;	155744;	1741602464.000;	  err32
20250310;	155748;	1741602468.000;	  err32
20250310;	155752;	1741602472.000;	  err32
20250310;	155756;	1741602476.000;	  err32
20250310;	155800;	1741602480.000;	  err32
20250310;	155804;	1741602484.000;	  err32
20250310;	155808;	1741602488.000;	  err32
20250310;	155812;	1741602492.000;	  err32
20250310;	155816;	1741602496.000;	  err32
20250310;	155820;	1741602500.000;	  err32
20250310;	155824;	1741602504.000;	  err32
20250310;	155828;	1741602508.000;	  err32
20250310;	155832;	1741602512.000;	  err32
20250310;	155836;	1741602516.000;	  err32
20250310;	155840;	1741602520.000;	  err32
20250310;	155844;	1741602524.000;	  err32
20250310;	155848;	1741602528.000;	  err32
20250310;	155852;	1741602532.000;	  err32
20250310;	155856;	1741602536.000;	  err32
20250310;	155900;	1741602540.000;	  err32
20250310;	155904;	1741602544.000;	  err32
20250310;	155908;	1741602548.000;	  err32
20250310;	155912;	1741602552.000;	  err32
20250310;	155916;	1741602556.000;	  err32
20250310;	155920;	1741602560.000;	  err32
20250310;	155924;	1741602564.000;	  err32
20250310;	155928;	1741602568.000;	  err32
20250310;	155932;	1741602572.000;	  err32
20250310;	155936;	1741602576.000;	  err32
20250310;	155940;	1741602580.000;	  err32
20250310;	155944;	1741602584.000;	  err32
20250310;	155948;	1741602588.000;	  err32
20250310;	155952;	1741602592.000;	  err32
20250310;	155956;	1741602596.000;	  err32
20250310;	160000;	1741602600.000;	  err32
20250310;	160004;	1741602604.000;	  err32
20250310;	160008;	1741602608.000;	  err32
20250310;	160012;	1741602612.000;	  err32
20250310;	160016;	1741602616.000;	  err32
20250310;	160020;	1741602620.000;	  err32
20250310;	160024;	1741602624.000;	  err32
20250310;	160028;	1741602628.000;	  err32
20250310;	160032;	1741602632.000;	  err32
20250310;	160036;	1741602636.000;	  err32
20250310;	160040;	1741602640.000;	  err32
20250310;	160044;	1741602644.000;	  err32
20250310;	160048;	1741602648.000;	  err32
20250310;	160052;	1741602652.000;	  err32
20250310;	160056;	1741602656.000;	  err32
20250310;	160100;	1741602660.000;	  err32
20250310;	160104;	1741602664.000;	  err32
20250310;	160108;	1741602668.000;	  err32
20250310;	160112;	1741602672.000;	  err32
20250310;	160116;	1741602676.000;	  err32
20250310;	160120;	1741602680.000;	  err32
20250310;	160124;	1741602684.000;	  err32
20250310;	160128;	1741602688.000;	  err32
20250310;	160132;	1741602692.000;	  err32
20250310;	160136;	1741602696.000;	  err32
20250310;	160140;	1741602700.000;	  err32
20250310;	160144;	1741602704.000;	  err32
20250310;	160148;	1741602708.000;	  err32
20250310;	160152;	1741602712.000;	  err32
20250310;	160156;	1741602716.000;	   err7
20250310;	160200;	1741602720.000;	   err7
20250310;	160204;	1741602724.000;	   err7
20250310;	160208;	1741602728.000;	   err7
20250310;	160212;	1741602732.000;	   err7
20250310;	160216;	1741602736.000;	   err9
20250310;	160220;	1741602740.000;	   err9
20250310;	160224;	1741602744.000;	   err9
20250310;	160228;	1741602748.000;	   err9
20250310;	160232;	1741602752.000;	   err9
20250310;	160236;	1741602756.000;	   err9
20250310;	160240;	1741602760.000;	  err32
20250310;	160244;	1741602764.000;	  err32
20250310;	160248;	1741602768.000;	  err32
20250310;	160252;	1741602772.000;	  err32
20250310;	160256;	1741602776.000;	  err32
20250310;	160300;	1741602780.000;	  err32
20250310;	160304;	1741602784.000;	  err32
20250310;	160308;	1741602788.000;	  err32
20250310;	160312;	1741602792.000;	  err32
20250310;	160316;	1741602796.000;	  err32
20250310;	160320;	1741602800.000;	  err32
20250310;	160324;	1741602804.000;	  err32
20250310;	160328;	1741602808.000;	  err32
20250310;	160332;	1741602812.000;	  err32
20250310;	160336;	1741602816.000;	  err32
20250310;	160340;	1741602820.000;	  err32
20250310;	160344;	1741602824.000;	  err32
20250310;	160348;	1741602828.000;	  err32
20250310;	160352;	1741602832.000;	  err32
20250310;	160356;	1741602836.000;	  err32
20250310;	160400;	1741602840.000;	  err32
20250310;	160404;	1741602844.000;	  err32
20250310;	160408;	1741602848.000;	  err32
20250310;	160412;	1741602852.000;	  err32
20250310;	160416;	1741602856.000;	  err32
20250310;	160420;	1741602860.000;	  err32
20250310;	160424;	1741602864.000;	  err32
20250310;	160428;	1741602868.000;	  err32
20250310;	160432;	1741602872.000;	  err32
20250310;	160436;	1741602876.000;	  err32
20250310;	160440;	1741602880.000;	  err32
20250310;	160444;	1741602884.000;	  err32
20250310;	160448;	1741602888.000;	  err32
20250310;	160452;	1741602892.000;	  err32
20250310;	160456;	1741602896.000;	  err32
20250310;	160500;	1741602900.000;	  err32
20250310;	160504;	1741602904.000;	  err32
20250310;	160508;	1741602908.000;	  err32
20250310;	160512;	1741602912.000;	  err32
20250310;	160512;	1741602912.000;	  err11
20250310;	160516;	1741602916.000;	   err9
20250310;	160520;	1741602920.000;	   err9
20250310;	160524;	1741602924.000;	   err9
20250310;	160528;	1741602928.000;	   err9
20250310;	160532;	1741602932.000;	   err9
20250310;	160536;	1741602936.000;	   err9
20250310;	160540;	1741602940.000;	   err9
20250310;	160544;	1741602944.000;	   err9
20250310;	160548;	1741602948.000;	   err9
20250310;	160552;	1741602952.000;	   err9
20250310;	160556;	1741602956.000;	   err9
20250310;	160600;	1741602960.000;	   err9
20250310;	160604;	1741602964.000;	   err9
20250310;	160608;	1741602968.000;	   err9
20250310;	160612;	1741602972.000;	   err9
20250310;	160616;	1741602976.000;	  err32
20250310;	160620;	1741602980.000;	  err32
20250310;	160624;	1741602984.000;	  err11
20250310;	160628;	1741602988.000;	   err9
20250310;	160632;	1741602992.000;	   err9
20250310;	160636;	1741602996.000;	   err9
20250310;	160640;	1741603000.000;	   err9
20250310;	160644;	1741603004.000;	   err9
20250310;	160648;	1741603008.000;	   err9
20250310;	160652;	1741603012.000;	   err9
20250310;	160656;	1741603016.000;	   err9
20250310;	160700;	1741603020.000;	   err9
20250310;	160704;	1741603024.000;	   err9
20250310;	160708;	1741603028.000;	   err9
20250310;	160712;	1741603032.000;	   err9
20250310;	160716;	1741603036.000;	   err9
20250310;	160720;	1741603040.000;	   err9
20250310;	160724;	1741603044.000;	   err9
20250310;	160728;	1741603048.000;	   err9
20250310;	160732;	1741603052.000;	   err9
20250310;	160736;	1741603056.000;	   err9
20250310;	160740;	1741603060.000;	  err32
20250310;	160744;	1741603064.000;	  err32
20250310;	160748;	1741603068.000;	  err32
20250310;	160752;	1741603072.000;	  err32
20250310;	160756;	1741603076.000;	  err32
20250310;	160800;	1741603080.000;	  err32
20250310;	160804;	1741603084.000;	  err32
20250310;	160808;	1741603088.000;	  err32
20250310;	160812;	1741603092.000;	  err32
20250310;	160816;	1741603096.000;	  err32
20250310;	160820;	1741603100.000;	  err32
20250310;	160824;	1741603104.000;	  err32
20250310;	160828;	1741603108.000;	  err32
20250310;	160832;	1741603112.000;	  err32
20250310;	160836;	1741603116.000;	  err32
20250310;	160840;	1741603120.000;	  err32
20250310;	160844;	1741603124.000;	  err32
20250310;	160848;	1741603128.000;	  err32
20250310;	160852;	1741603132.000;	  err32
20250310;	160856;	1741603136.000;	  err32
20250310;	160900;	1741603140.000;	  err32
20250310;	160904;	1741603144.000;	  err32
20250310;	160908;	1741603148.000;	  err32
20250310;	160912;	1741603152.000;	  err32
20250310;	160916;	1741603156.000;	  err32
20250310;	160920;	1741603160.000;	  err32
20250310;	160924;	1741603164.000;	  err32
20250310;	160928;	1741603168.000;	  err32
20250310;	160932;	1741603172.000;	  err32
20250310;	160936;	1741603176.000;	  err32
20250310;	160940;	1741603180.000;	  err32
20250310;	160944;	1741603184.000;	  err32
20250310;	160948;	1741603188.000;	  err32
20250310;	160952;	1741603192.000;	  err32
20250310;	160956;	1741603196.000;	  err32
20250310;	161000;	1741603200.000;	  err32
20250310;	161004;	1741603204.000;	  err32
20250310;	161008;	1741603208.000;	  err32
20250310;	161012;	1741603212.000;	  err32
20250310;	161016;	1741603216.000;	  err32
20250310;	161020;	1741603220.000;	  err32
20250310;	161024;	1741603224.000;	  err32
20250310;	161028;	1741603228.000;	  err32
20250310;	161032;	1741603232.000;	  err32
20250310;	161036;	1741603236.000;	  err32
20250310;	161040;	1741603240.000;	  err32
20250310;	161044;	1741603244.000;	  err32
20250310;	161048;	1741603248.000;	   err9
20250310;	161052;	1741603252.000;	   err9
20250310;	161056;	1741603256.000;	   err9
20250310;	161100;	1741603260.000;	   err9
20250310;	161104;	1741603264.000;	   err9
20250310;	161108;	1741603268.000;	   err9
20250310;	161112;	1741603272.000;	   err9
20250310;	161116;	1741603276.000;	   err9
20250310;	161120;	1741603280.000;	   err9
20250310;	161124;	1741603284.000;	   err9
20250310;	161128;	1741603288.000;	   err9
20250310;	161132;	1741603292.000;	   err9
20250310;	161136;	1741603296.000;	   err9
20250310;	161140;	1741603300.000;	   err9
20250310;	161144;	1741603304.000;	   err9
20250310;	161148;	1741603308.000;	   err9
20250310;	161152;	1741603312.000;	   err9
20250310;	161156;	1741603316.000;	   err9
20250310;	161200;	1741603320.000;	   err9
20250310;	161204;	1741603324.000;	   err9
20250310;	161208;	1741603328.000;	   err9
20250310;	161212;	1741603332.000;	   err9
20250310;	161216;	1741603336.000;	   err9
20250310;	161220;	1741603340.000;	   err9
20250310;	161224;	1741603344.000;	   err9
20250310;	161228;	1741603348.000;	   err9
20250310;	161232;	1741603352.000;	   err9
20250310;	161236;	1741603356.000;	   err9
20250310;	161240;	1741603360.000;	   err9
20250310;	161244;	1741603364.000;	   err9
20250310;	161248;	1741603368.000;	   err9
